place_id,name,address,phone,international_phone,website,rating,total_ratings,business_status,types,latitude,longitude,found_in_keywords,source_file,is_open_now,hours
ChIJSXAWM2UpEUcRAAiS3U4uZFc,Muzeum Techniki Militarnej w Zbrosławicach,"Piaskowa, 42-674 Zbrosławice, Poland",731 201 555,+48 731 201 555,https://www.facebook.com/muzeumtechnikimilitarnejTG/,4.7,108,OPERATIONAL,"establishment, museum, point_of_interest",50.4165526,18.7681968,military history club,poland_20251111_120558,,
ChIJ3SgcaZsVAEcRNEEfVBExYsg,Muzeum Oręża Polskiego,"Gierczak 5, 78-100 Kołobrzeg, Poland",94 352 52 53,+48 94 352 52 53,http://www.muzeum.kolobrzeg.pl/,4.7,9524,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",54.1745434,15.5747758,soviet military history,poland_20251111_120558,False,Monday: 9:00 AM – 4:00 PM | Tuesday: 9:00 AM – 4:00 PM | Wednesday: 9:00 AM – 4:00 PM | Thursday: 9:00 AM – 4:00 PM | Friday: 9:00 AM – 4:00 PM | Saturday: 9:00 AM – 4:00 PM | Sunday: 9:00 AM – 4:00 PM
ChIJx_13IP8DFEcRrqt0QX6xH6c,Muzeum 4 Pułku Strzelców Podhalańskich w Cieszynie,"Frysztacka 2, 43-400 Cieszyn, Poland",604 833 667,+48 604 833 667,https://www.facebook.com/profile.php?id=100064364184685,4.7,67,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",49.7528607,18.6284452,vojenska historie,poland_20251111_120558,True,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
ChIJUVKJzGpFFkcRjNtClbk8lg0,Monument of IS-2 Tank,"Ignacego Mościckiego 23, 31-959 Kraków, Poland",,,,4.7,783,OPERATIONAL,"establishment, point_of_interest",50.0815031,20.0363125,soviet military history,poland_20251111_120558,True,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
ChIJF0VZSm_MHkcRAu1abUPGHIQ,Muzeum Zimnej Wojny im. generała Kuklińskiego,"Jezuicka 1/3, 00-281 Warszawa, Poland",661 125 196,+48 661 125 196,https://www.muzeumzimnejwojny.com/,4.7,272,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",52.2494285,21.0133069,soviet military history,poland_20251111_120558,False,Monday: Closed | Tuesday: 11:00 AM – 4:00 PM | Wednesday: 11:00 AM – 4:00 PM | Thursday: 11:00 AM – 4:00 PM | Friday: 11:00 AM – 4:00 PM | Saturday: 11:00 AM – 6:00 PM | Sunday: 11:00 AM – 6:00 PM
ChIJHb9Thd0TA0cROqkXfo4X9yE,Muzeum Wojsk Lądowych,"Czerkaska 2, 85-641 Bydgoszcz, Poland",26 141 20 26,+48 26 141 20 26,https://muzeumwl.pl/,4.7,1441,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",53.1418149,18.0208459,soviet military history,poland_20251111_120558,False,Monday: Closed | Tuesday: 8:30 AM – 3:30 PM | Wednesday: 8:30 AM – 3:30 PM | Thursday: 8:30 AM – 5:30 PM | Friday: 8:30 AM – 3:30 PM | Saturday: 12:00 – 4:00 PM | Sunday: 10:00 AM – 2:00 PM
ChIJlWAaVRp3AUcRYsaXuFhqyok,Międzynarodowy Zlot Pojazdów Militarnych „Gąsienice i Podkowy” Borne Sulinowo,"Niepodległości 21, 78-449 Borne Sulinowo, Poland",606 641 173,+48 606 641 173,https://zlot.bornesulinowo.pl/,4.7,1065,OPERATIONAL,"establishment, point_of_interest",53.5801022,16.5255933,military history club,poland_20251111_120558,True,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
ChIJBb1KRWInPEcRsCZ-9dybYUU,Military History Institute,"Bardejovská 713/14, 089 01 Svidník, Slovakia",054/752 13 98,+421 54/752 13 98,http://www.vhu.sk/muzejne-oddelenie-svidnik/,4.7,572,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",49.3079268,21.5657779,vojenska historie,poland_20251111_120558,False,Monday: Closed | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM
ChIJy-aV4Br9E0cRH3kTR4rd18k,Vojenské muzeum Ostrava,"Těšínská 116/35, 710 00 Slezská Ostrava, Czechia",731 097 447,+420 731 097 447,http://vojenskemuzeum-ost.cz/,4.7,145,OPERATIONAL,"establishment, museum, point_of_interest",49.83041249999999,18.3068825,vojenska historie,poland_20251111_120558,False,Monday: 11:00 AM – 6:00 PM | Tuesday: 11:00 AM – 6:00 PM | Wednesday: 11:00 AM – 6:00 PM | Thursday: 11:00 AM – 6:00 PM | Friday: 11:00 AM – 6:00 PM | Saturday: 11:00 AM – 6:00 PM | Sunday: 11:00 AM – 6:00 PM
ChIJu3d3b8I9BkcRTKH_tPQk9I0,Lubuskie Military Museum,"Drzonów 54, 66-008 Świdnica, Poland",68 321 18 29,+48 68 321 18 29,http://www.muzeum.drzonow.eu/,4.7,2030,OPERATIONAL,"establishment, museum, point_of_interest",51.9445931,15.3184437,"military history club, soviet military equipment, soviet military history",poland_20251111_120558,False,Monday: Closed | Tuesday: Closed | Wednesday: 8:30 AM – 3:30 PM | Thursday: 8:30 AM – 3:30 PM | Friday: 8:30 AM – 3:30 PM | Saturday: 10:00 AM – 3:00 PM | Sunday: 10:00 AM – 3:00 PM
ChIJZ9pVBBJbFkcRXa0bOJXvbVI,KHAKIShop,"Rynek Główny 7/12 w, 31-042 oficynie, Poland",791 868 299,+48 791 868 299,http://www.khakishop.pl/,4.6,49,OPERATIONAL,"clothing_store, establishment, point_of_interest, store",50.060916,19.9383041,soviet military equipment,poland_20251111_120558,False,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 11:00 AM – 2:00 PM | Sunday: Closed
ChIJjzmdp0RbBEcRcRaWnpeCu7k,Museum of Armament,"aleja Armii Poznań, 61-663 Poznań, Poland",61 820 45 03,+48 61 820 45 03,http://wmn.poznan.pl/,4.6,1733,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",52.420081,16.932864,soviet military history,poland_20251111_120558,False,Monday: Closed | Tuesday: 10:00 AM – 4:00 PM | Wednesday: 10:00 AM – 4:00 PM | Thursday: 10:00 AM – 4:00 PM | Friday: 10:00 AM – 4:00 PM | Saturday: 10:00 AM – 4:00 PM | Sunday: 10:00 AM – 4:00 PM
ChIJtZVBKUFfqkcRSi7kTMhT1To,Museum of the History of the Fortress Świnoujście,"Jachtowa 1, 72-600 Świnoujście, Poland",508 738 118,+48 508 738 118,http://www.fortzachodni.pl/,4.6,163,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",53.9183262,14.2755965,soviet military history,poland_20251111_120558,False,Monday: 10:00 AM – 6:00 PM | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: 10:00 AM – 6:00 PM
ChIJT2JZBrXNHkcRddoMSrO3sHs,Museum of Life under Communism,"Piękna 28/34, 00-547 Warszawa, Poland",511 044 808,+48 511 044 808,https://mzprl.pl/,4.6,5737,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",52.2234186,21.0164752,USSR history club,poland_20251111_120558,False,Monday: 10:00 AM – 6:00 PM | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 12:00 – 8:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: 10:00 AM – 6:00 PM
ChIJd3FMZX99EUcRSx66KYGYdCI,Klub vojenské historie Kateřinky z. s.,"Pekařská 93, 747 01 Opava-Opava 5, Czechia",,,http://www.op-s19.wz.cz/,4.6,9,OPERATIONAL,"establishment, point_of_interest",49.94866649999999,17.9055337,klub vojenske historie,czech_republic_20251111_120558,,
ChIJK5Vt77S_C0cRDshGU7bODs8,Central Military Archives,"Pilotů 217/12, 161 00 Praha 6, Czechia",973 213 311,+420 973 213 311,https://www.vuapraha.cz/,4.6,56,OPERATIONAL,"establishment, point_of_interest",50.0865017,14.3079394,"vojenska historie, military history club",czech_republic_20251111_120558,,
ChIJua9Ogo2UC0cRpkk9dANajkI,National Museum,"Václavské nám. 68, 110 00 Praha 1-Nové Město, Czechia",224 497 111,+420 224 497 111,https://www.nm.cz/,4.6,43907,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",50.0789704,14.4309369,cold war reenactment,czech_republic_20251111_120558,False,Monday: 10:00 AM – 6:00 PM | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: 10:00 AM – 6:00 PM
ChIJv8EoR1WvDkcR1KpVQAbm3qA,Vojenské muzeum,"Újezd pod Troskami 25, 512 63 Újezd pod Troskami, Czechia",606 112 118,+420 606 112 118,http://valecne-muzeum.blogspot.com/?m=1,4.6,126,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",50.50682800000001,15.2622456,vojenska historie,czech_republic_20251111_120558,False,Monday: Closed | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: 10:00 AM – 5:00 PM
ChIJZSJTKGUAEkcRsOVjl5Jl6K4,Military Museum,"Prostřední Lipka 1, Prostřední Lipka, 561 69 Králíky, Czechia",608 478 732,+420 608 478 732,http://www.armyfort.cz/,4.6,2560,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",50.0947222,16.7555556,vojenska historie,czech_republic_20251111_120558,False,Monday: Closed | Tuesday: 9:00 AM – 4:30 PM | Wednesday: 9:00 AM – 4:30 PM | Thursday: 9:00 AM – 4:30 PM | Friday: 9:00 AM – 4:30 PM | Saturday: 9:00 AM – 4:30 PM | Sunday: 9:00 AM – 4:30 PM
ChIJnXLBy7oM_UYR469OANBRVY8,Wartownia 1,"mjr. Henryka Sucharskiego 70, 80-601 Gdańsk, Poland",58 573 31 28,+48 58 573 31 28,https://muzeumgdansk.pl/oddzialy-muzeum/wartownia-nr1-westerplatte/,4.6,475,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",54.4060549,18.676036,military history club,poland_20251111_120558,False,Monday: 10:00 AM – 4:00 PM | Tuesday: 10:00 AM – 4:00 PM | Wednesday: 10:00 AM – 4:00 PM | Thursday: 10:00 AM – 4:00 PM | Friday: 10:00 AM – 4:00 PM | Saturday: 10:00 AM – 4:00 PM | Sunday: 10:00 AM – 4:00 PM
ChIJv6-wWBFbFkcRR09TYBR69LQ,Klub 2 Korpusu Polskiego,"Mikołaja Zyblikiewicza 1, 31-029 Kraków, Poland",,,,4.6,100,OPERATIONAL,"establishment, point_of_interest, tourist_attraction",50.060522,19.9438639,military history club,poland_20251111_120558,,
ChIJIwORYhxbFkcRriIbGxAedaU,Museum of Polish Army AK,"Wita Stwosza 12, 31-511 Kraków, Poland",12 410 07 70,+48 12 410 07 70,http://www.muzeum-ak.pl/,4.6,2527,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",50.0722348,19.9484801,"military history club, soviet military history",poland_20251111_120558,False,Monday: Closed | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: 10:00 AM – 5:00 PM
ChIJ6z_RSqsyGUcR9gxJlHLLTls,Museum of Polish Military Technology,"Powsińska 13, 02-920 Warszawa, Poland",,,,4.6,3334,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",52.1827288,21.066874,"military history club, soviet military equipment, soviet military history, great patriotic war",poland_20251111_120558,False,Monday: Closed | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: 10:00 AM – 6:00 PM
ChIJ3dLz7pLRHkcRBLLcrgmkUCs,Klub Akademii Sztuki Wojennej,"Czerwonych Beretów 56, 00-910 Warszawa, Poland",,,,4.6,214,OPERATIONAL,"establishment, point_of_interest",52.2639574,21.1776347,klub historii wojskowej ZSRR,poland_20251111_120558,,
ChIJG00EEHQuH0cRv3L4TyPAPT8,Klub Żandarmerii Wojskowej,"Warszawska 250/56, 05-300 Mińsk Mazowiecki, Poland",26 135 33 30,+48 26 135 33 30,,4.6,25,OPERATIONAL,"establishment, point_of_interest",52.1778618,21.5891225,klub historii wojskowej ZSRR,poland_20251111_120558,False,Monday: 7:00 AM – 7:00 PM | Tuesday: 7:00 AM – 7:00 PM | Wednesday: 7:00 AM – 7:00 PM | Thursday: 7:00 AM – 7:00 PM | Friday: 7:00 AM – 7:00 PM | Saturday: Closed | Sunday: Closed
ChIJTUxtbm_MHkcRBFKk67Yj0-c,Association of Art Historians,"Rynek Starego Miasta 27, 00-272 Warszawa, Poland",22 635 87 01,+48 22 635 87 01,http://www.shs.pl/?projects=pozycja-3,4.6,9,OPERATIONAL,"establishment, point_of_interest",52.24966,21.0114409,stowarzyszenie historyczne,poland_20251111_120558,False,Monday: 10:00 AM – 3:00 PM | Tuesday: 10:00 AM – 3:00 PM | Wednesday: 10:00 AM – 3:00 PM | Thursday: 10:00 AM – 3:00 PM | Friday: 10:00 AM – 3:00 PM | Saturday: Closed | Sunday: Closed
ChIJK6UEcvfMHkcRGDePQvvQqow,Polish Army Museum,"Cytadela Warszawska - Plac Gwardii Pieszej Koronnej - Pawilon Południowy, Dymińska 13, 01-519 Warszawa, Poland",26 187 70 14,+48 26 187 70 14,http://www.muzeumwp.pl/,4.6,8919,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",52.2643639,20.999578,"klub historii wojskowej ZSRR, military history club, soviet military equipment, soviet military history",poland_20251111_120558,False,Monday: Closed | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: 10:00 AM – 6:00 PM
ChIJQ4CtIr9Ua0cR3qBpim_ma24,The Museum of Military History Piestany,"Žilinská cesta 6545, 921 01 Piešťany, Slovakia",,,http://www.vhu.sk/the-museum-branch-of-mmh-piestany/,4.6,1013,CLOSED_TEMPORARILY,"establishment, museum, point_of_interest, tourist_attraction",48.6076411,17.8318693,vojenska historie,poland_20251111_120558,,
ChIJB2WqJ-eUC0cRhiH4e7Sjawk,Memorial of the Second Resistance Movement,"Památník padlým vojákům II. světové války, Klárov, 118 00 Praha 1-Malá Strana, Czechia",,,https://en.wikipedia.org/wiki/Memorial_of_the_Second_Resistance_Movement,4.6,143,OPERATIONAL,"establishment, point_of_interest, tourist_attraction",50.0902465,14.4109364,second world war soviet,czech_republic_20251111_120558,True,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
ChIJL0JCVooAEkcRRhLH0UaNKEI,"Pěchotní srub K-S 14 ""U Cihelny"" - Muzeum československého opevnění z let 1935-38","Prostřední Lipka 1a, 561 69 Králíky, Czechia",603 517 932,+420 603 517 932,http://cihelna.militaryclub.info/,4.6,266,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",50.0958135,16.7552182,military history club,czech_republic_20251111_120558,False,Monday: Closed | Tuesday: 9:00 AM – 5:30 PM | Wednesday: 9:00 AM – 5:30 PM | Thursday: 9:00 AM – 5:30 PM | Friday: 9:00 AM – 5:30 PM | Saturday: 9:00 AM – 5:30 PM | Sunday: 9:00 AM – 5:30 PM
ChIJQZoumYrLHkcRmQJsPH_QsIQ,Club Types Operational Command of the Armed Forces,"Polska, Rafała Krajewskiego 3/5, 01-520 Warszawa, Poland",26 187 74 81,+48 26 187 74 81,http://klubdo.wp.mil.pl/pl/index.html,4.6,105,OPERATIONAL,"establishment, point_of_interest",52.2610301,20.9967529,"klub historii wojskowej ZSRR, military history club, soviet army club, USSR history club",poland_20251111_120558,False,Monday: 7:30 AM – 3:30 PM | Tuesday: 7:30 AM – 3:30 PM | Wednesday: 7:30 AM – 3:30 PM | Thursday: 7:30 AM – 3:30 PM | Friday: 7:30 AM – 3:30 PM | Saturday: Closed | Sunday: Closed
ChIJGdBBG5Q1A0cRvceaWl6AwVc,Muzeum Historyczno-Wojskowe (Fundacja),"Zaułek Prosowy 1, 87-100 Toruń, Poland",728 588 903,+48 728 588 903,https://m.facebook.com/fundacjamhw/about/?ref=page_internal&mt_nav=0&locale2=pl_PL,4.6,18,OPERATIONAL,"establishment, museum, point_of_interest",53.011945,18.607232,military history club,poland_20251111_120558,,
ChIJ1cUcI3qVFkcRtDhTWaQWD4g,International Youth Meeting Center in Oświęcim/Auschwitz,"Legionów 11, 32-600 Oświęcim, Poland",33 843 21 07,+48 33 843 21 07,http://www.mdsm.pl/,4.6,403,OPERATIONAL,"establishment, lodging, point_of_interest",50.0394746,19.2140665,military history club,poland_20251111_120558,True,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
ChIJnf4kKE_NHkcRJr9cqozfnZc,Redberet ASG,"Płowiecka 72, 04-501 Warszawa, Poland",570 641 114,+48 570 641 114,http://redberet.pl/,4.6,323,OPERATIONAL,"establishment, point_of_interest, store",52.2285119,21.1396677,"red army reenactment, red army society",poland_20251111_120558,False,Monday: 10:00 AM – 6:00 PM | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 10:00 AM – 2:00 PM | Sunday: Closed
ChIJu9fs7NDMHkcRAdMKada55Ug,Club of the Warsaw Garrison Command,"al. Niepodległości 141a, 02-570 Warszawa, Poland",26 187 10 73,+48 26 187 10 73,http://klubdgw.wp.mil.pl/,4.6,505,OPERATIONAL,"establishment, point_of_interest",52.2029759,21.0096189,klub historii wojskowej ZSRR,poland_20251111_120558,,
ChIJ0WrHFWMnPEcRuHcTjFzZVhc,Svidnik Open-Air Army Museum,"Bardejovská 414/25, 089 01 Svidník, Slovakia",054/752 13 98,+421 54/752 13 98,http://www.vhu.sk/,4.6,1197,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",49.30872859999999,21.5670177,vojenska historie,poland_20251111_120558,False,Monday: Closed | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM
ChIJByRyctvMHkcRgR0taHXVgos,General Staff of the Polish Army,"Rakowiecka 4A, 02-521 Warszawa, Poland",26 187 04 36,+48 26 187 04 36,https://www.wojsko-polskie.pl/sgwp/,4.5,28,OPERATIONAL,"establishment, point_of_interest",52.208562,21.0114999,"klub historii wojskowej ZSRR, rekonstrukcja wojskowa, military history club, soviet military enthusiasts, soviet military equipment, cold war reenactment, soviet military history, great patriotic war",poland_20251111_120558,,
ChIJ86ruSu3RHkcRVyz_1pv5BFY,Wojskowe Biuro Historyczne - Centralne Archiwum Wojskowe,"Pontonierów 2A, 00-910 Warszawa, Poland",26 181 45 84,+48 26 181 45 84,http://wbh.wp.mil.pl/,4.5,69,OPERATIONAL,"establishment, point_of_interest, storage",52.2640041,21.1744992,military history club,poland_20251111_120558,False,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 3:00 PM | Saturday: Closed | Sunday: Closed
ChIJg0HenKn_BkcR5FOLz4umziM,MILITARY CLUB 17 WBZ,"Wędrzyn 40, 69-200, Poland",,,http://17wbz.wp.mil.pl/pl/54.html,4.5,235,OPERATIONAL,"establishment, point_of_interest",52.4482124,15.1862732,klub historii wojskowej ZSRR,poland_20251111_120558,,
ChIJYxBKrLClDkcR06cHJKkWUEo,Klub vojenských vozidel Jičín,"Dílce 23, 507 13 Dílce, Czechia",,,https://kvvjicin.webnode.cz/,4.5,17,OPERATIONAL,"establishment, museum, point_of_interest",50.4583192,15.3659175,klub vojenske historie,czech_republic_20251111_120558,,
ChIJCYK7oRn2DUcREy85rHOK6u0,Klub vojenské historie Lanškroun o.s.,"Dvorská 961, Žichlínské Předměstí, 563 01 Lanškroun, Czechia",737 820 568,+420 737 820 568,,4.5,2,OPERATIONAL,"establishment, point_of_interest",49.9132471,16.6185816,klub vojenske historie,czech_republic_20251111_120558,,
ChIJm9pS3Y2OCUcRk3kGQv6Vfyo,MILITARY RANGE - Teplice,"Celní 3369, 415 01 Teplice-Teplice 1, Czechia",606 640 545,+420 606 640 545,https://militaryrange.com/,4.5,259,OPERATIONAL,"clothing_store, establishment, point_of_interest, store",50.64661719999999,13.8324969,red army reenactment,czech_republic_20251111_120558,False,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 12:00 PM | Sunday: Closed
ChIJH1SSC1GUEkcRrqjx-NvUOD4,Bunker 10-Z,"Husova, 602 00 Brno-střed, Czechia",542 210 622,+420 542 210 622,http://10-z.cz/,4.5,2098,OPERATIONAL,"establishment, lodging, museum, point_of_interest, tourist_attraction",49.19401620000001,16.6044112,military history club,czech_republic_20251111_120558,False,Monday: Closed | Tuesday: 11:30 AM – 7:00 PM | Wednesday: 11:30 AM – 7:00 PM | Thursday: 11:30 AM – 7:00 PM | Friday: 11:30 AM – 7:00 PM | Saturday: 11:30 AM – 7:00 PM | Sunday: 11:30 AM – 7:00 PM
ChIJUUEGPBzNHkcRfRZs40JFofg,Museum of Hunting and Horsemanship,"Agrykola 1, 00-460 Warszawa, Poland",518 684 215,+48 518 684 215,https://www.lazienki-krolewskie.pl/pl/muzeum-lowiectwa-i-jezdziectwa,4.5,438,OPERATIONAL,"establishment, museum, point_of_interest",52.2135173,21.039022,military history club,poland_20251111_120558,False,Monday: Closed | Tuesday: 10:00 AM – 4:00 PM | Wednesday: 10:00 AM – 4:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 12:00 – 6:00 PM | Sunday: 10:00 AM – 4:00 PM
ChIJD7B4tXvMHkcRAZU2Vf9eriI,Monument to the Battle Trail from Lenino to Berlin,"Gen. W. Andersa 13, Warszawa, Poland",,,,4.5,39,OPERATIONAL,"establishment, point_of_interest",52.2482112,20.9982312,soviet military history,poland_20251111_120558,True,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
ChIJ-XQpJsyUC0cRf7NrLeU_os8,Industrial Palace,"Výstaviště, 170 00 Praha 7-Bubeneč, Czechia",702 128 232,+420 702 128 232,https://navystavisti.cz/areal/prumyslovy-palac/,4.4,1355,OPERATIONAL,"establishment, point_of_interest, tourist_attraction",50.1067142,14.4302278,historicka rekonstrukce,czech_republic_20251111_120558,False,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 8:00 AM – 6:00 PM
ChIJAa5If1Z9EUcRPewuBptJajM,"""Klub vojenské historie Opava""","3, Karlovecká 2629, 747 07 Opava-Vávrovice, Czechia",603 733 737,+420 603 733 737,,4.4,7,OPERATIONAL,"establishment, point_of_interest",49.9589264,17.8795234,"klub vojenske historie, military history club, klub vojenske historie",czech_republic_20251111_120558,,
ChIJC0NJMKtEFkcRkp32X0i9aUk,The Grey House,"Jerozolimska 3, 30-555 Kraków, Poland",,,http://www.plaszow.org/,4.4,634,OPERATIONAL,"establishment, point_of_interest, tourist_attraction",50.033185,19.9663888,military history club,poland_20251111_120558,True,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
ChIJzbLLVD9bBEcRLQPO7h75KL8,Military Museum of Wielkopolska,"Stary Rynek 9, 61-772 Poznań, Poland",61 852 67 39,+48 61 852 67 39,https://mnp.art.pl/oddzialy/wielkopolskie-muzeum-wojskowe/,4.4,316,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",52.4083443,16.933676,military history club,poland_20251111_120558,False,Monday: Closed | Tuesday: 10:00 AM – 4:00 PM | Wednesday: 10:00 AM – 4:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 8:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: 10:00 AM – 5:00 PM
ChIJU3Lep--UC0cRM-iLeWQf5PY,"Náprstek Museum of Asian, African and American Cultures","Betlémské nám. 269/1, 110 00 Praha 1-Staré Město, Czechia",224 497 500,+420 224 497 500,https://www.nm.cz/naprstkovo-muzeum-asijskych-africkych-a-americkych-kultur#zveme-vas,4.4,1297,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",50.0840427,14.4166155,cold war reenactment,czech_republic_20251111_120558,False,Monday: Closed | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: 10:00 AM – 6:00 PM
ChIJJVAAOaQZFEcRHfjJP-UD2r4,Muzeum Spadochroniarstwa i Wojsk Specjalnych,"Przylesie 1A, 43-460 Wisła, Poland",33 855 13 53,+48 33 855 13 53,http://www.muzeum-spadochroniarstwa.pl/,4.4,69,OPERATIONAL,"establishment, museum, point_of_interest, tourist_attraction",49.6637459,18.8534729,"military history club, soviet military history",poland_20251111_120558,,
ChIJ6c_IPbD0CUcRP_6VK7Vw5Xk,Klub vojenské historie SOS družstvo Kallich,"Libkovická 180, Loučná, 435 11 Lom-Lom u Mostu 1, Czechia",604 335 032,+420 604 335 032,,4.3,3,OPERATIONAL,"establishment, point_of_interest",50.6158034,13.6585197,"klub historii wojskowej ZSRR, klub vojenske historie",czech_republic_20251111_120558,,
ChIJa0ZXfxoBEkcRBApoUn88ppo,"Klub vojenské historie Kralka, o. s.","Dlouhá 1635, 664 34 Kuřim-Hanušovice, Czechia",777 027 004,+420 777 027 004,http://www.ks5.cz/,4.3,6,CLOSED_PERMANENTLY,"establishment, museum, point_of_interest",50.11000199999999,16.807392,military history club,czech_republic_20251111_120558,,
