place_id,name,website,phone,address,processing_status
ChIJLf50yhCERQ0RRspSMnngjrM,Museo de Radiocomunicación Inocencio Bocanegra,https://www.museobocanegra.com/,947 58 08 15,"Av. Campo de los Deportes, 18, 09250 Belorado, Burgos, Spain",scraping_failed
ChIJ7aLYZp0oQg0RWoitk33wlBA,Museo Nacional del Prado,https://www.museodelprado.es/,913 30 28 00,"Retiro, 28014 Madrid, Spain",scraping_failed
ChIJUzIyzUbcQUcRQmDNCE9GBSo,Valifolkart,http://www.valifolkart.hu/,06 30 274 5850,"Budapest, Váci u 23, 1052 Hungary",scraping_failed
ChIJizwgv5KUC0cR1AwUi8-lXys,The Cold War Museum,http://muzeum-studene-valky.cz/,737 054 252,"Václavské nám. 45, Nové Město, 110 00 Praha-Praha 1, Czechia",scraping_failed
ChIJNY870leIQQ0R9Sm1trXyXFc,Base Aérea de Cuatro Vientos,https://ejercitodelaire.defensa.gob.es/EA/ejercitodelaire/es/organizacion/emplazamiento/Base-Aerea-de-Cuatro-Vientos/%20%20base%20aerea,916 49 30 00,"Av de la Aviación, 14, Latina, 28044 Madrid, Spain",scraping_failed
ChIJzdmhJBqYpBIR83dP63GAFSA,CosmoCaixa Museum of Science,http://cosmocaixa.org/,932 12 60 50,"Carrer d'Isaac Newton, 26, Sarrià-Sant Gervasi, 08022 Barcelona, Spain",scraping_failed
ChIJgQAYoGWUC0cRmai_4bmP7xM,ARMS-CZ a.s.,http://www.arms-cz.cz/,602 783 080,"11, Mikuláše z Husi 921, 140 00 Praha 4-Nusle, Czechia",scraping_failed
ChIJE9X6Ilt3X0YRsJjiKtK0hRE,Sol Handkraft,http://www.facebook.com/solhandkraft,072-941 11 79,"Köpmangatan 18, 111 31 Stockholm, Sweden",scraping_failed
ChIJLVhOjJhYKhMRJMvSfr_gF6M,Italia Militare,https://www.italiamilitare.it/,0574 027200,"Via Onorio Vannucchi, 21, 59100 Prato PO, Italy",scraping_failed
ChIJwbMCvGxre0cRlwDP2KFrLwY,Kleines Berlin,http://www.cat.ts.it/,351 390 1205,"Via Fabio Severo, 34133 Trieste TS, Italy",scraping_failed
ChIJ0b8lY3xUpEAR5e7A7XW2IQI,Retro Museum,https://www.facebook.com/RetroMuseumBg/?ref=br_rs,088 600 1070,"Mladost, ul. ""Akademik Andrei Saharov"" 2, 9009 Varna, Bulgaria",scraping_failed
ChIJ24Qy1_alpUARSPpcSkDilsg,Исторически парк - Historical Park,http://ipark.bg/,088 461 8648,"2, 9223 Neofit Rilski, Bulgaria",scraping_failed
ChIJB4kTFiImqUARftYATra38WQ,"Multimedia visitor centre ""Tsarevgrad Tarnov""",https://tickets.museumvt.com/en/sites/tsarevgrad-turnov---multimedia-visitor-center,062 682 525,"g.k. Varusha - south, ul. ""Nikola Pikolo"" 6, 5000 Veliko Tarnovo, Bulgaria",scraping_failed
ChIJ01046ZVlWUYRrw2W0f8Mbgo,Air Force Museum,http://www.flygvapenmuseum.se/,013-495 97 34,"Carl Cederströms gata 2, 586 63 Linköping, Sweden",scraping_failed
ChIJGcLiNqpq0IkRyzirhkBfMos,Vietnam Veteran 803 Museum,https://www.facebook.com/vva803warmuseum?mibextid=ZbWKwL,(607) 737-2760,"1200 Davis St, Elmira, NY 14901, USA",scraping_failed
ChIJO8uWLiiCcEgRErcfb9eFvms,RAF Cosford,https://www.raf.mod.uk/our-organisation/stations/raf-cosford/contact-us/,01902 376200,"Albrighton, Wolverhampton WV7 3EX, UK",scraping_failed
ChIJGQO3xzGn_UYR4fiWE031Ma8,Militaria.pl,https://militaria.pl/,58 620 14 63,"Świętojańska 84, 81-388 Gdynia, Poland",scraping_failed
ChIJaaLNLj0JqkcR-mT5ZrhpNl4,Militaria.pl,https://militaria.pl/,91 433 50 58,"al. Piastów 53, 70-311 Szczecin, Poland",scraping_failed
ChIJ13kNB2tbFkcR2XfGP7pCNKI,Militaria.pl,https://militaria.pl/,12 314 10 03,"Józefa Dietla 51, 31-054 Kraków, Poland",scraping_failed
ChIJo_I5XwemkEYRvRbLm63Z9zc,Veteran Museum,https://www.lakesaimaa.fi/fi/tuotteet/veteraanimuseo/,040 7565812,"Torkkelinkatu 3, 55100 Imatra, Finland",scraping_failed
ChIJW2Wt8JCX-kcRd5eHwXbwKrU,Musée du Train et des Équipages militaires,https://www.memoiredeshommes.sga.defense.gouv.fr/fr/article.php?larub=19&titre=musees-et-collections,02 48 68 74 50,"Av. de Dun-sur-Auron, 18000 Bourges, France",scraping_failed
ChIJp84Ngb8kKxMRU6WlAT6m4Yk,Museo della Guerra Linea Gotica Castel del Rio,http://www.museoguerralineagoticacasteldelrio.it/,335 774 7616,"Via Montanara, 1, 40022 Castel del Rio BO, Italy",scraping_failed
ChIJwzjYwG8oQg0RqHNjv78udl0,Cerralbo Museum,https://www.cultura.gob.es/mcerralbo/home.html,915 47 36 46,"C. de Ventura Rodríguez, 17, Moncloa - Aravaca, 28008 Madrid, Spain",scraping_failed
ChIJabZNGzXxKhMRvBEU3mPCStk,Museo della Deportazione,http://www.museodelladeportazione.it/,0574 470728,"Via di Cantagallo, 250, 59100 Prato PO, Italy",scraping_failed
ChIJT9WlhNf8RQ0R0auryhfXn44,Museo Militar de Burgos,https://ejercito.defensa.gob.es/unidades/Madrid/ihycm/Museos/burgos.html,947 47 89 13,"Pl. de Alonso Martínez, 3, 09003 Burgos, Spain",scraping_failed
ChIJ5cmJbUWf1RIRfig9TFPuAz0,Military Store Srl,https://www.facebook.com/militarystoreviareggio,0584 45557,"Via di Montramito, 156, 55049 Viareggio LU, Italy",scraping_failed
ChIJhxo-8HQ0GQ0RB2OiLKfEq9Y,Lisbon Military Museum,http://www.exercito.pt/pt/quem-somos/organizacao/ceme/vceme/dhcm/lisboa,21 884 2429,"R. do Museu de Artilharia 51, 1100-366 Lisboa, Portugal",scraping_failed
ChIJK5Vt77S_C0cRDshGU7bODs8,Central Military Archives,https://www.vuapraha.cz/,973 213 311,"Pilotů 217/12, 161 00 Praha 6, Czechia",scraping_failed
ChIJVxu11v0Og0cRnfNyu7Hwa5o,Forte Venini di Oga,http://www.fortedioga.it/,334 800 8606,"Loc. Al Forte di Oga, 23030 Valdisotto SO, Italy",scraping_failed
ChIJIbhTQzmrNTERHBoID7tQyUc,Vietnam Museum of Ethnology,http://www.vme.org.vn/,024 3756 2193,"Đ. Nguyễn Văn Huyên, Quan Hoa, Cầu Giấy, Hà Nội 100000, Vietnam",scraping_failed
ChIJjyU2TwB2cA0R5btFMd9yQF0,Refugios de la Guerra Civil Española de Almería,http://www.almeriaculturaentradas.es/,950 26 86 96,"Pl. Manuel Pérez García, 1, 04003 Almería, Spain",scraping_failed
ChIJGaNM2hXvf0cRWoDdqPYRG6c,Military Academy of Modena,http://www.esercito.difesa.it/,059 839 0490,"Piazza Roma, 15, 41121 Modena MO, Italy",scraping_failed
ChIJf6KFjZzZQUcRKGfhzqyvWCM,Aquincum Museum,http://www.aquincum.hu/,(06 1) 250 1650,"Budapest, Szentendrei út 135, 1031 Hungary",scraping_failed
ChIJr79aBRBmqzMR0OOad4zhdAU,Cata-al World War 2 Museum,https://www.atlasobscura.com/places/cataal-world-war-ii-museum,,"76MW+FP3, Jose Romero Road, Valencia, 6215 Negros Oriental, Philippines",scraping_failed
ChIJwx-xLd_JlzMR2jWod6moPj8,PEFTOK Korean War Memorial Hall,https://www.facebook.com/PEFTOKKoreanWarMemorialHall/,,"G2GW+299, Taguig, Metro Manila, Philippines",scraping_failed
ChIJ2WbZSg3CTw0R2Wz9AlgvVtY,Museo de Armería de Álava,https://armamuseoa.eus/es,945 18 19 25,"Fray Francisco de Vitoria Ibilbidea, 3, 01007 Vitoria-Gasteiz, Araba, Spain",scraping_failed
ChIJZ4nYcoJ7Lg0RMfjXZhk4vzU,Museo Histórico Militar,https://ejercito.defensa.gob.es/unidades/Madrid/ihycm/Museos/coruna.html,981 20 53 00,"Praza de Carlos I, s/n, 15001 A Coruña, Spain",scraping_failed
ChIJTfzMspwoQg0RNgubC1KTTB0,Naval Museum,https://armada.defensa.gob.es/ArmadaPortal/page/Portal/ArmadaEspannola/cienciaorgano/prefLang-es/01cienciamuseo,913 79 51 89,"Paseo del Prado, 3, Entrada temporal por, C. de Montalbán, 2, Retiro, 28014 Madrid, Spain",scraping_failed
ChIJL6a5XCZCYw0R91bkq4UKJe0,Historical Military Museum of Cartagena,https://ejercito.defensa.gob.es/unidades/Madrid/ihycm/Museos/cartagena.html,968 50 13 00,"Pl. Puerta de la Serreta, s/n, 30201 Cartagena, Murcia, Spain",scraping_failed
ChIJpQTeEEUHLRMR7cou2isDl0o,Rocca Roveresca Mondavio,https://turismo.comune.mondavio.pu.it/contenuti/2110719/rocca-roveresca,0721 977758,"Piazza Giovanni della Rovere, 61040 Mondavio PU, Italy",scraping_failed
ChIJeYIRT-cLkkYR3kaKNGUrEHg,Maritime Museum of Finland,http://www.kansallismuseo.fi/fi/suomen-merimuseo,040 3500497,"Tornatorintie 99, 48100 Kotka, Finland",scraping_failed
ChIJIwt0WJP3ekcRPOcUW1CCwOg,Muzej na prostem Mengore - Open-Air Museum Mengore Austro-Hungarian frontline WWI,http://www.potmiru.si/slo/muzej-na-prostem-mengore,,"Kozaršče 1, 5220 Tolmin, Slovenia",scraping_failed
ChIJMU-AE0ViLxMR8kwvxtLqB-U,Special Corps - Articoli Militaria,http://www.specialcorps.it/,06 257 1078,"Via dei Gelsi, 5, 00171 Roma RM, Italy",scraping_failed
ChIJ-Y5OgOhnekcRd38EAbku3A0,Outdoor Museum Čelo,http://www.potmiru.si/slo/muzej-na-prostem-celo,,"Kal - Koritnica 60, 5230 Bovec, Slovenia",scraping_failed
ChIJa2QB9at3b0cR2grJDFB2uqs,Museum of National Liberation Maribor,http://mnom.si/sl-si/,(02) 235 26 05,"Ulica heroja Tomšiča 5, 2000 Maribor, Slovenia",scraping_failed
ChIJB7F6NjG7-IgRk7CUr1CFMj4,South Carolina Confederate Relic Room and Military Museum,https://www.crr.sc.gov/,(803) 737-8095,"301 Gervais St, Columbia, SC 29201, USA",scraping_failed
ChIJqaByFI_-FEcR1pWe7HcUdm8,Museum of the Slovak Village,http://www.skanzenmartin.sk/,043/245 81 16,"036 01 Martin, Slovakia",scraping_failed
ChIJ_97oIhpbPkcRDwGURDyK5e0,Spiš Castle,https://www.spisskemuzeum.com/spissky-hrad/,053/454 13 36,"053 61, Žehra, Slovakia",scraping_failed
ChIJgy6z9bzRmUcR-PFMfxijiBI,Armyshop Hönig,http://www.armyshop-hoenig.de/,07141 902798,"Schillerstraße 14, 71638 Ludwigsburg, Germany",scraping_failed
ChIJieiGWGS-gUcReXK2oX2no8g,International Museum of the Red Cross,https://micr.cri.it/,0376 169 7154,"Via Giuseppe Garibaldi, 50, 46403 Castiglione delle Stiviere MN, Italy",scraping_failed
ChIJ9ZWYo8YPkUYRCNCfbWUTSCA,Old Veteran - United Nations Peacekeeping Museum and Veteran Heritage Center,http://www.rvpk.fi/,044 9862225,"Kadettikoulunkatu 7, 49400 Hamina, Finland",scraping_failed
ChIJj6a3Jw52Lg0RaxERfywAOeY,Naval Construction Museum,https://exponav.org/museo-de-la-construccion-naval/,981 35 96 82,"Rúa dos Irmandiños, Edificio Herrerias planta baja, 15403 Ferrol, A Coruña, Spain",scraping_failed
ChIJMYJGSfnWZUcRGV7oz4c7N2g,National Museum of Modern Art,https://nmmu.hr/en/home-english/,01 6041 055,"Ul. Andrije Hebranga 1, 10000, Zagreb, Croatia",scraping_failed
ChIJa0XS3nhlKhMRZi7GA17KwGk,Medici Villa of Cerreto Guidi and the Museum of Hunting and the Territory,http://www.polomusealetoscana.beniculturali.it/index.php?it/186/cerreto-guidi-fi-villa-medicea-di-cerreto-guidi-e-museo-storico-della-caccia-e-del-territorio-firenze,0571 55707,"Via dei Ponti Medicei, 7, 50050 Cerreto Guidi FI, Italy",scraping_failed
ChIJK_I-AgTIt0cReHflhxzL_-Q,"Bourtange Fortress Museum, Stichting Vesting Bourtange",http://www.bourtange.nl/,0599 354 600,"Willem Lodewijkstraat 33, 9545 PA Bourtange, Netherlands",scraping_failed
ChIJ_R9l01yJbEcRPTjAz1hhEgw,The Oldest shop in town,https://www.facebook.com/obchodvmuzeu/,0905 349 049,"Biela 419/419/6, 811 01 Bratislava-Staré Mesto, Slovakia",scraping_failed
ChIJiyuGKbHXZUcRZE7oc6uenVM,ATOM ARMY SHOP,http://www.atomshop.hr/,01 5587 819,"Maksimirska Cesta 84, 10000, Zagreb, Croatia",scraping_failed
ChIJkRYcftEaxkcR4QmQDPWwiwM,Wooden Shoe Factory Marken - Netherlands Souvenirs.com,http://www.netherlandssouvenirs.com/,0299 601 250,"Kets 52, 1156 AX Marken, Netherlands",scraping_failed
ChIJ60d8Rw4h1kcRRNVhYixO7gs,RAF Holmpton - Visit the Bunker,https://m.facebook.com/visitthebunker/,,"Rysome Ln, Holmpton, Withernsea HU19 2RG, UK",scraping_failed
ChIJfbdpcV8zxEcR4C9waaN3bxw,bookstore Donner,http://www.donner.nl/,010 413 2070,"Coolsingel 129, 3012 AG Rotterdam, Netherlands",scraping_failed
ChIJfRTMrtHhUkYREi03gqj4LJ4,Cold war museum Stevnsfort,http://www.fortmuseum.dk/,56 50 28 06,"Korsnæbsvej 60, 4673 Rødvig Stevns, Denmark",scraping_failed
ChIJhfEYhkH6xUcRiLsH3Ihkw5c,Air War Museum Fort Veldhuis,http://www.fortveldhuis1940-1945.nl/,0251 230 670,"Genieweg 1, 1967 PS Heemskerk, Netherlands",scraping_failed
ChIJIV4slMh1S0cRzdrvywlWsT8,Muzeul De Istorie Sighișoara,https://www.paginiaurii.ro/companii/SIGHI%C5%9EOARA/L4371029/MUZEUL+DE+ISTORIE+SIGHI%C5%9EOARA/,0265 771 108,"Piața Muzeului 1, Sighișoara 545400, Romania",scraping_failed
ChIJq4lX1doEdkgR5JXPstgQjc0,Churchill War Rooms,https://www.iwm.org.uk/visits/churchill-war-rooms,020 7416 5000,"King Charles St, London SW1A 2AQ, UK",scraping_failed
ChIJKREq9FqdX0YRF-gHbVK_QXc,Army Museum,http://www.armemuseum.se/,08-519 563 00,"Riddargatan 13, 114 51 Stockholm, Sweden",scraping_failed
ChIJ6VuL61qdX0YR4hAwXcsGPlo,Sveriges Militärhistoriska arv kansli,http://www.smha.se/,08-519 563 10,"Riddargatan 13, 114 51 Stockholm, Sweden",scraping_failed
ChIJo_W17126N0cRUgr4doGBSRg,Maramureșean Village Museum,http://www.muzeulmaramuresului.ro/,0743 151 197,"Strada Muzeului 1, Sighetu Marmației 435500, Romania",scraping_failed
ChIJa0HVMg6FqkAR0F-HgGIBFsA,National Palace of Culture Park,http://www.ndk.bg/,02 916 6300,"Ndk, bul. ""Vitosha"", 1463 Sofia, Bulgaria",scraping_failed
ChIJcxaMCmjPCUcRcjUNE57Z8AU,Dresden Transport Museum,http://www.verkehrsmuseum-dresden.de/,0351 86440,"Augustusstraße 1, 01067 Dresden, Germany",scraping_failed
ChIJbe9wJEllWkcRU7jZ474gXEU,Military Museum,http://www.muzej.mod.gov.rs/,011 3343441,"Carigradski drum, Beograd, Serbia",scraping_failed
ChIJUX5hORbCF0cR3p_Z8LZbGV0,Muzeum Techniki Wojskowej i Obrony Przeciwlotniczej,https://www.facebook.com/MuzeumObronyP.lot,,"Stefana Żeromskiego 24, 28-100 Busko-Zdrój, Poland",scraping_failed
ChIJD-_vObsVAEcRSj1v7Vb_RWU,ORP Fala,http://www.muzeum.kolobrzeg.pl/pl/muzeum/skansen-morski/,94 352 52 53,"Bałtycka 46a, 78-100 Kołobrzeg, Poland",scraping_failed
ChIJOfnwKKMfB0cRUa9XaSPO_qw,Militaria Gorzów,http://facebook.com/militariagorzow,880 237 064,"Młyńska 13, 66-400 Gorzów Wielkopolski, Poland",scraping_failed
ChIJz_DpwpeTtkcRmYxBD7HsGrQ,Bunker Museum Wilhelmshaven,http://bunker-museum-whv.npage.de/,04421 367908,"Minsener Oog 1a, 26384 Wilhelmshaven, Germany",scraping_failed
ChIJSWUl8eTxCkcR6j-Cqu6zU60,Museum of West Bohemia in Pilsen,http://www.zcm.cz/,378 370 111,"Kopeckého sady 357/2, 301 00 Plzeň 3, Czechia",scraping_failed
ChIJb3SHLaBz_UYRDAc_5NYbMew,Artus Court,https://muzeumgdansk.pl/wizyta-w-muzeum-gdanska/oddzialy/,789 449 654,"Długi Targ 43-44, 80-831 Gdańsk, Poland",scraping_failed
ChIJv6CIGXv7ykAR6x6ZAfT5_vU,Union Museum - Princiary Residence,http://palatulculturii.ro/muzeul-unirii,0232 218 383,"Strada Alexandru Lăpușneanu nr. 14, Iași 700057, Romania",scraping_failed
ChIJb7bBZnz75UcRnsS7sq8ZgEo,Musée aéronautique et spatial Safran,https://www.safran-group.com/fr/groupe/histoire-patrimoine/musee-safran,01 60 59 78 97,"Rond Point René Ravaud, 77550 Réau, France",scraping_failed
ChIJTa3hOUqjpBIRoqHL8YFKnBY,Wilden Military Shop,https://www.wehrmacht.es/,936 76 09 58,"Gran Via de les Corts Catalanes, 1042, Local 1, Sant Martí, 08020 Barcelona, Spain",scraping_failed
ChIJZ9pVBBJbFkcRXa0bOJXvbVI,KHAKIShop,http://www.khakishop.pl/,791 868 299,"Rynek Główny 7/12 w, 31-042 oficynie, Poland",scraping_failed
ChIJG2QqEOIBskARFrHY8P2uMno,The National Military Museum,https://www.muzeulmilitar.ro/,021 319 5904,"Strada Mircea Vulcănescu 125-127, București 010819, Romania",scraping_failed
ChIJ46IKgJ9z_UYRXd0p8mRGEeU,Museum of Gdańsk - Main Town Hall,https://muzeumgdansk.pl/,58 573 31 28,"Długa 46, 80-831 Gdańsk, Poland",scraping_failed
ChIJnXLBy7oM_UYR469OANBRVY8,Wartownia 1,https://muzeumgdansk.pl/oddzialy-muzeum/wartownia-nr1-westerplatte/,58 573 31 28,"mjr. Henryka Sucharskiego 70, 80-601 Gdańsk, Poland",scraping_failed
ChIJ4cmpa2AyEUcRz7r-_3_YkGI,Mała Armia Grupa Śląsk,https://www.facebook.com/grupaslask/,601 655 252,"Maurycego Mochnackiego 12, 41-800 Zabrze, Poland",scraping_failed
ChIJpZGp3gmxc0gRVfFFKT1b3ck,Royal Signals Museum,http://www.royalsignalsmuseum.co.uk/,01258 482248,"Royal Signals Museum, Blandford Camp, Blandford Forum DT11 8BJ, UK",scraping_failed
ChIJ665wlItwjEcROdIyb-V4UcI,Tac Store France,http://www.tac-store.com/content/7-informations-de-tac-store-coordonnees,03 87 07 16 88,"ZA de la Zorn, 67 Rue Leclerc, 57850 Dabo, France",scraping_failed
ChIJxRcUUGn_sUAR3Y7bqaTVubg,Museum of the Palace of the Parliament,http://cic.cdep.ro/en/visiting/,0733 558 102,"Strada Izvor 2-4, București 041037, Romania",scraping_failed
ChIJc7iVqXnMHkcRsDBEUEPaGuI,POLIN Museum of the History of Polish Jews,https://www.polin.pl/,22 471 03 01,"Mordechaja Anielewicza 6, 00-157 Warszawa, Poland",scraping_failed
ChIJGdBBG5Q1A0cRvceaWl6AwVc,Muzeum Historyczno-Wojskowe (Fundacja),https://m.facebook.com/fundacjamhw/about/?ref=page_internal&mt_nav=0&locale2=pl_PL,728 588 903,"Zaułek Prosowy 1, 87-100 Toruń, Poland",scraping_failed
ChIJYb2zTY-2u0cRlLgFxiYiTxY,Wewelsburg,https://www.wewelsburg.de/,02955 76220,"Burgwall 19, 33142 Büren, Germany",scraping_failed
ChIJu5mOafQqekcRKEBzc7qtDSc,Cippo Commemorativo ex Caserma Giobatta De Gasperi,http://www.facebook.com/Cippocommemorativocasermagbdegasperi/,,"Via Gen. Caneva, 33097 Vacile PN, Italy",scraping_failed
ChIJIZiI-PlTpEARM21HoZKJYEc,Museum of Medicine History,http://medmuseum.bg/,052 639 729,"Greek NeighborhoodOdesos, ul. ""Paraskeva Nikolau"" 7, 9000 Varna, Bulgaria",scraping_failed
ChIJjSK3roCjpUAR98TGs-L0LK8,Антично Селище,https://antiquevillage.eu/,087 849 4331,"Historical park, 9223 varna, Bulgaria",scraping_failed
ChIJ2yQfiStTNDEROH7iCIvLRSs,Ho Chi Minh Trail Museum,http://www.mod.gov.vn/wps/portal/!ut/p/b1/vVXNkqIwGHwWH2CL8K_HKCBkBOTPQC4UAjICCgKi-PTL7Ext1c7W6GXG5JSq_qrT3dUJRSifIseo32dRt6-OUfl2JkKoQMOezmkITFpVgMZaFus5gAFzYQQEI2CxhConrgCYrpY80KDq2TOLZQFk_52fqrQwzquSsNk47NIRKEz5ecCJUqtdZNldW2dl6OKAi9jBq9fmGXK8tS4RvvX4qp2zKjJJfTwFgaouLNuNO2beis3sGKw9OReRaRJame1I1tAvK6HDSQ2dEx0iF0YJBmuNLV3jovDcoh8C018VWsxa-lCQHVTMDLc-S4jeBKGIU3G6KyV_30zLYvKhEXyxIHik8X3-DuCBx5gidyks-gNwL4Y_gDsaghEgfn1JkXIpH3Chkw-1ditudi5awJBsZMhnBsgMbcghNraK5iSKoecLBkge7azwpZMgqxfXlZts18nG9uZwjqLajh4QMvyzCYWfJlyab8EiF_GOaTFgTO3JCr8_Q0SRrKy240Ox2QasIVVjizVn9xrraSnwgdPPEVD6cL5A3R5fqr6htZlJStKICC10IbaZgL-0lqcLvCqDamvVEPP5HuZWWFyM4ZDjkGSzwmOsHU4Gs12pVaajY3vIY5Wkdmipei78EpVkN-NmcdrC8-AHaYjsU4L1OB2k11I4RSeABmAvj41Sdjs2kWuE6XzzsjYbkgvVMZNer0F-yiYTylCrQ_rZxk-FtLn_bATXF91rB8ONB1CAwZVc2_AKpksc2pU2L2PBrvrNQEYxHfRbfOs698PGBVOc9csjQv7ZhMJPE36qAmSerVD8dsL64PXjp2OrN__vTpf94X1nk9-39EgK/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,024 3357 0022,"Km 15, QL6, Yên Nghĩa, Hà Đông, Hà Nội, Vietnam",scraping_failed
ChIJfdQQgCImqUARsP6CCnYroIg,"Museum ""Prison""",http://museumvt.com/en/museum-of-prison/,062 636 954,"g.k. Varusha - south, ul. ""Silvestar Penov"", 5000 Veliko Tarnovo, Bulgaria",scraping_failed
ChIJhc_1GwuhmkYRl5giDjgxq3Q,Infantry Museum,http://www.jalkavakimuseo.fi/,015 369666,"Jääkärinkatu 6 8, 50100 Mikkeli, Finland",scraping_failed
ChIJb5hztXRz_UYRpCL1_MhtIr8,Museum of the Polish Post Office,https://muzeumgdansk.pl/wizyta-w-muzeum-gdanska/oddzialy/,58 573 31 28,"plac Obrońców Poczty Polskiej 1/2, 80-800 Gdańsk, Poland",scraping_failed
ChIJEZAzHIwLkkYR-iB8ZaBdcSA,Military Museum of Manège,http://www.sotamuseo.fi/,029 9530261,"Iso Mustasaari c 77, 00190 Helsinki, Finland",scraping_failed
ChIJSZOMhTelx0cRGqtw1HD29Zw,Historische Verzameling Regiment van Heutsz,http://m.facebook.com/historischeverzameling.regimentvanheutsz,088 956 9498,"Clement van Maasdijklaan 5, 6816 TW Arnhem, Netherlands",scraping_failed
ChIJ86ruSu3RHkcRVyz_1pv5BFY,Wojskowe Biuro Historyczne - Centralne Archiwum Wojskowe,http://wbh.wp.mil.pl/,26 181 45 84,"Pontonierów 2A, 00-910 Warszawa, Poland",scraping_failed
ChIJb1ndNZJ2hUcRmSrLBvxreKw,Forte Airolo,http://www.forteairolo.ch/,079 794 32 92,"Caserma, 6780 Airolo, Switzerland",scraping_failed
ChIJJw94I8ydxkcRMmu4rXHspNM,Stam Outdoor,https://www.stamoutdoor.nl/,0162 682 388,"Stationsstraat 41-B, 4921 AC Made, Netherlands",scraping_failed
ChIJR6u8ZzNPPEcRRxgdCT76aGE,Bunkier Krosno,https://www.facebook.com/people/Bunkier-Krosno/100064353082747/,518 046 330,"Kolejowa 6, 38-400 Krosno, Poland",scraping_failed
ChIJ34TkZ5sVAEcRaCLie3OHBrQ,Museum of the City of Kołobrzeg,http://www.muzeum.kolobrzeg.pl/pl/muzeum/muzeum-miasta-kolobrzeg/,94 352 52 53,"Armii Krajowej 13, 78-100 Kołobrzeg, Poland",scraping_failed
ChIJF59r71rcxkcRqlqqi2cktZQ,Antiques-Vintage,http://www.antiques-vintage.nl/,0499 379 299,"Bedrijfsweg 19, 5683 CM Best, Netherlands",scraping_failed
ChIJL--SGFmeekgR8TiWKu3aTQk,Soldiers of Shropshire Museum (formerly Shropshire Regimental Museum),http://www.soldiersofshropshire.co.uk/,01743 358516,"Castle Court, Castle St, Shrewsbury SY1 2AT, UK",scraping_failed
ChIJ9TjcL-PDD0cRgqmg4mcQBB4,Militaria.pl Wroclaw - Bielany,https://militaria.pl/,71 347 47 53,"Czekoladowa 9, 55-040 Wrocław, Poland",scraping_failed
ChIJbzpNW6jnXEcRg4CG7fBDf1k,Ezop antikvarijat,https://www.ezop-antikvarijat.hr/,031 202 444,"Županijska ul. 19, 31000, Osijek, Croatia",scraping_failed
ChIJ7ZePIy6hQTERHP94LYVfeAI,Hue Museum of Royal Antiquities,http://www.baotangcungdinh.vn/,0234 3524 429,"03 Lê Trực, Phú Hậu, Huế, Thành phố Huế, Vietnam",scraping_failed
ChIJu46vtg-FqkARuVUJhrcBo4c,National Palace of Culture (NDK),http://www.ndk.bg/,02 916 6300,"Ndk, blvd. ""Bulgaria"", 1463 Sofia, Bulgaria",scraping_failed
ChIJWc1HMxOefEgRrh9n717KSbw,B-Army Surplus,https://b-armysurplus1.wixsite.com/b-armysurplus,07986 917035,"231-233 Marine Rd Central, Morecambe LA4 4BQ, UK",scraping_failed
ChIJgZmTiT7_sUAR6v904s4_pLI,Magazinul Himalaya,http://www.himalaya.ro/,021 555 6887,"Bulevardul Ion C. Brătianu 29-33, București 030167, Romania",scraping_failed
ChIJW1IS7FnZQUcRNskGda6o2ZU,Amphitheatrum,http://www.aquincum.hu/limes/az-aquincumi-katonavarosi-amfiteatrum/,(06 1) 237 4190,"Budapest, Bécsi út 85, 1036 Hungary",scraping_failed
ChIJd6VBUwGoKhMRy9Yxz1j1wSM,Museo della Repubblica di Montefiorino e della Resistenza Italiana,http://www.resistenzamontefiorino.it/,0536 962826,"Via Rocca, 1, 41045 Montefiorino MO, Italy",scraping_failed
ChIJkaN10RApQg0RPWOyC5f3JkQ,Fundación Canal,https://www.fundacioncanal.com/?utm_content=mateo_inurria&utm_campaign=mybusiness&utm_source=google&utm_medium=organic,915 45 15 01,"C. de Mateo Inurria, 2, Chamartín, 28036 Madrid, Spain",scraping_failed
ChIJyxmdlDznxUcR1JH2y0CdNYw,Spizarnia Polski Sklep Hoofddorp,https://m.facebook.com/spizarnia.hoofddorp/,06 22258529,"Kruisweg 1047, 2131 CS Hoofddorp, Netherlands",scraping_failed
ChIJ4-4wsokoQg0Rg8n_sK3Jiy0,Museo de Historia de Madrid,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cultura-y-ocio/Museo-de-Historia-de-Madrid?vgnextfmt=default&vgnextoid=ab18a1ead63ab010VgnVCM100000d90ca8c0RCRD&vgnextchannel=c937f073808fe410VgnVCM2000000c205a0aRCRD,917 01 18 63,"Calle de Fuencarral, 78, Centro, 28004 Madrid, Spain",scraping_failed
ChIJhzRRDwDBDA0Rc4XYe0TAT44,World War ll Tunnels,https://ww2tunnels.com/,,"Willis's Rd, Gibraltar GX11 1AA, Gibraltar",scraping_failed
ChIJrcEq9L_o3UcRY4sjSq9CxsI,Musée des Frères Caudron,https://www.rue-baiedesomme.com/,03 22 25 69 94,"10 Pl. Anatole Gosselin, 80120 Rue, France",scraping_failed
