"﻿""title""",totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url,ai_result,processing_cost,model_used,processed_at
Spencer Air Conditioning & Heating,4.9,1228,2928 W Story Rd,Irving,Texas,US,https://spencerairconditioning.com/?utm_medium=organic&utm_source=google&utm_campaign=gbp,(972) 544-6921,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Spencer%20Air%20Conditioning%20%26%20Heating&query_place_id=ChIJoXhvJhOCToYRaOGtvXHJB3c,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.3249999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:26.397804
Grizzle Heating & Air,4.9,535,112 N 15th St,Canyon,Texas,US,https://www.grizzlehvac.com/?utm_source=organic&utm_medium=website-button&utm_id=google-business-profile,(806) 655-7676,Air conditioning repair service,https://www.google.com/maps/search/?api=1&query=Grizzle%20Heating%20%26%20Air&query_place_id=ChIJ7ZgozntdAYcRboporhiR8-k,"Конечно! Пожалуйста, предоставьте данные или тему, на основе которой вы хотите, чтобы я сгенерировал айсбрейкеры.",2.2649999999999998e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:28.129741
"Xtreme Air Services - HVAC, Plumbing, & Electrical",4.8,2312,308 U.S. 80 Frontage Rd,Sunnyvale,Texas,US,https://xtremeairservices.com/,(972) 288-2263,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Xtreme%20Air%20Services%20-%20HVAC%2C%20Plumbing%2C%20%26%20Electrical&query_place_id=ChIJs0F2r4mvToYR5LclsG7cQHg,"Конечно! Пожалуйста, предоставьте данные или тему, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.2649999999999998e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:29.407772
The Right Choice Air Conditioning And Plumbing,4.8,1141,2290 Springlake Rd #103,Farmers Branch,Texas,US,https://therightchoicetexas.com/,(972) 914-0624,HVAC contractor,https://www.google.com/maps/search/?api=1&query=The%20Right%20Choice%20Air%20Conditioning%20And%20Plumbing&query_place_id=ChIJHRG67MQnTIYRY3QQitvZ7CA,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.3249999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:30.644818
Larry's Heating & Air,4.3,59,14310 FM 2590,Amarillo,Texas,US,https://larrysamarillo.com/?utm_source=google&utm_medium=gmb,(806) 383-1956,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Larry's%20Heating%20%26%20Air&query_place_id=ChIJyWza6aJPAYcRNDMr98oJCW0,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.3249999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:31.860752
Reeder Outdoor Living,3.6,34,11923 Coulter St S,Amarillo,Texas,US,https://reederlandscape.com/,(806) 356-6163,Landscape designer,https://www.google.com/maps/search/?api=1&query=Reeder%20Outdoor%20Living&query_place_id=ChIJ6VL82_ZOAYcRc3RzopvxaMQ,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры. Это могут быть темы, интересы, ситуации или что-то еще, что поможет мне создать подходящие вопросы или фразы.",3.825e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:33.794037
Texan Heating and Air,4.9,374,5608 Malvey Ave Suite 202,Fort Worth,Texas,US,https://www.texanhvac.com/,(817) 734-3073,Air conditioning repair service,https://www.google.com/maps/search/?api=1&query=Texan%20Heating%20and%20Air&query_place_id=ChIJGTvEO_J1ToYRgQopCUGuwu0,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.3249999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:35.571361
Captain Air Heating and Cooling,4.8,88,1202 Co Rd 2306,Canton,Texas,US,https://captainairtexas.com/,(903) 802-4022,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Captain%20Air%20Heating%20and%20Cooling&query_place_id=ChIJpSPBVgcRSYYRw4YCCfb68UI,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.3249999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:37.192976
1st Class Heat & Air,4.7,453,2712 S Rigsbee Dr #5,Plano,Texas,US,https://1stclassairservice.com/?utm_campaign=gmb&utm_medium=organic&utm_source=google,(972) 895-7278,HVAC contractor,https://www.google.com/maps/search/?api=1&query=1st%20Class%20Heat%20%26%20Air&query_place_id=ChIJr-jpTmgZTIYRXeuFBGR31iE,"Конечно! Пожалуйста, предоставьте данные или тему, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.2649999999999998e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:39.279025
Garland Heating & Air Conditioning,4.7,617,2113 S Garland Ave,Garland,Texas,US,https://www.garlandheatingandair.com/,(972) 278-3500,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Garland%20Heating%20%26%20Air%20Conditioning&query_place_id=ChIJ32KqxFqnToYRupQUcIZaGQI,"Конечно! Пожалуйста, предоставьте данные или тему, на основе которой вы хотите, чтобы я сгенерировал айсбрейкеры.",2.2649999999999998e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:40.532082
"Willard Cooling, Heating, Plumbing, & Electrical (Max Air And Plumbing – Max Mechanical)",4.9,3326,2313 Michigan Ct,Arlington,Texas,US,https://willardac.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*144*willard-cooling-arlington,(817) 674-7522,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Willard%20Cooling%2C%20Heating%2C%20Plumbing%2C%20%26%20Electrical%20(Max%20Air%20And%20Plumbing%20%E2%80%93%20Max%20Mechanical)&query_place_id=ChIJH1aL_cd8ToYRY0cbOjgLh_o,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.3249999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:41.697440
"Gary's Heating and Air Conditioning, Inc.",4.9,1799,2505 SW 7th Ave,Amarillo,Texas,US,https://www.garys.com/,(806) 318-1337,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Gary's%20Heating%20and%20Air%20Conditioning%2C%20Inc.&query_place_id=ChIJz3Dw4kdOAYcRD-zE2puFFeQ,"Конечно! Чтобы помочь вам с айсбрейкерами, мне нужно немного больше информации о контексте. Например, для какой аудитории они предназначены (коллеги, студенты, друзья и т.д.), и в каком формате вы планируете их использовать (встреча, тренинг, вечеринка и т.д.). Также будет полезно знать, какие темы или интересы могут быть актуальны для вашей группы. Пожалуйста, уточните!",6.165e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:44.187225
Absolute Comfort Heating and Air,4.2,15,3512 McNiel Ave,Wichita Falls,Texas,US,http://www.absolutecomforttxok.com/,(940) 636-5210,Air conditioning repair service,https://www.google.com/maps/search/?api=1&query=Absolute%20Comfort%20Heating%20and%20Air&query_place_id=ChIJ03fGrcEhU4YRrskqNVJEcX8,"Конечно! Пожалуйста, предоставьте данные или тему, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.2649999999999998e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:45.568408
Kelly's Heating and Air,4.8,194,320 S Charles St #113,Lewisville,Texas,US,https://kellysheatingandair.com/hvac-in-lewisville-tx/,(972) 436-4340,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Kelly's%20Heating%20and%20Air&query_place_id=ChIJz0bSVYwyTIYRTtJCvQddMJE,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.3249999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:46.930546
Ellis Air Conditioning and Heating,4.9,181,536 N Hwy 67,Cedar Hill,Texas,US,https://www.ellisac.com/,(972) 291-9316,Air conditioning contractor,https://www.google.com/maps/search/?api=1&query=Ellis%20Air%20Conditioning%20and%20Heating&query_place_id=ChIJb_EfJeyNToYR9R20ccVix7s,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.3249999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:48.266083
"Patrick heating & air conditioning, inc.",3.7,52,1602 S Monroe St,Amarillo,Texas,US,http://www.patrickcompanies.com/,(806) 374-0407,Air conditioning contractor,https://www.google.com/maps/search/?api=1&query=Patrick%20heating%20%26%20air%20conditioning%2C%20inc.&query_place_id=ChIJMyDoT6pPAYcRlkIK-reoATA,"Конечно! Чтобы помочь вам с созданием айсбрейкеров, мне нужно немного больше информации о контексте, в котором вы хотите их использовать. Например, это будет встреча, тренинг, корпоративное мероприятие или что-то другое? Также полезно знать, какая аудитория будет присутствовать (коллеги, студенты, друзья и т.д.). Пожалуйста, уточните, и я с радостью помогу!",5.805e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:50.756778
Samm's Heating and Air Conditioning,4.9,1425,250 Chisholm Pl,Plano,Texas,US,https://www.sammsheatingandair.com/,(214) 251-4438,Air conditioning repair service,https://www.google.com/maps/search/?api=1&query=Samm's%20Heating%20and%20Air%20Conditioning&query_place_id=ChIJ__N8dw8ZTIYRRt4hH8JPzY8,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.3249999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:52.457038
Hall's Heating and Air,5.0,40,6011 SW 45th Ave #4,Amarillo,Texas,US,https://hallheatingandair.net/,(806) 405-8884,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Hall's%20Heating%20and%20Air&query_place_id=ChIJxWaxeX1RAYcRr196Dc34w58,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.3249999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:53.821001
Serveway Heating and Air Conditioning,4.9,365,10120 Cayuga Dr Suite 107,Dallas,Texas,US,https://www.servewayhvac.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(469) 231-9379,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Serveway%20Heating%20and%20Air%20Conditioning&query_place_id=ChIJx4C5x0OhToYRjJs7BQD4Mvc,"Конечно! Чтобы помочь вам с айсбрейкерами, мне нужно немного больше информации о контексте. Например, для какой аудитории или ситуации вы хотите их использовать? Это может быть для корпоративного мероприятия, учебной группы, встречи друзей и т.д. Также полезно знать, какие темы или интересы могут быть актуальны для участников.",4.6649999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:56.265962
K&S Heating and Air,4.6,571,1409 S Jupiter Rd,Garland,Texas,US,http://www.kandsac.com/,(972) 942-8078,Air conditioning repair service,https://www.google.com/maps/search/?api=1&query=K%26S%20Heating%20and%20Air&query_place_id=ChIJrRm3caCgToYRc9_oA1xCX58,"Конечно! Чтобы помочь вам с созданием айсбрейкеров, мне нужно больше информации о контексте, в котором вы планируете их использовать. Например, это будет встреча, тренинг, корпоративное мероприятие или что-то другое? Также было бы полезно знать, какая аудитория будет присутствовать (коллеги, студенты, клиенты и т.д.) и какие темы или цели вы хотите затронуть. Пожалуйста, уточните, и я с радостью помогу!",6.704999999999999e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:23:59.757997
The Right Choice Heating and Air Inc,4.9,314,2414 W University Dr Suite 122 E,McKinney,Texas,US,https://therightchoicetexas.com/service-areas/ac-repair-mckinney/,(469) 447-9707,HVAC contractor,https://www.google.com/maps/search/?api=1&query=The%20Right%20Choice%20Heating%20and%20Air%20Inc&query_place_id=ChIJq7EeD8UTTIYRkRgQ3M6pGKE,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.3249999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:01.240747
Mid-Cities Air Conditioning and Heating,4.8,649,204 S Main St Ste 240,Keller,Texas,US,https://www.midcitiesac.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(817) 284-3332,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Mid-Cities%20Air%20Conditioning%20and%20Heating&query_place_id=ChIJDWTbYEwrTIYRwARgxxUtArc,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.3249999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:02.483650
J.R.V Heating & Cooling LLC.,4.9,213,720 E Main St A,Allen,Texas,US,http://www.jrvair.com/,(214) 288-5984,Air conditioning contractor,https://www.google.com/maps/search/?api=1&query=J.R.V%20Heating%20%26%20Cooling%20LLC.&query_place_id=ChIJzaCHGvoQTIYR0wg1HPmyFR4,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.3249999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:03.694163
KINGS LAWN SERVICE LLC,4.4,48,6009 Canyon Dr,Amarillo,Texas,US,https://kingslawnamarillo.com/,(806) 567-4028,Landscaper,https://www.google.com/maps/search/?api=1&query=KINGS%20LAWN%20SERVICE%20LLC&query_place_id=ChIJZSIO8JvIB0sRz7QeQQyelOo,"Конечно! Чтобы помочь вам лучше, мне нужно немного больше информации. Какие именно данные вы имеете в виду? Это могут быть темы, интересы, события или что-то другое. Пожалуйста, уточните, и я с радостью сгенерирую для вас айсбрейкеры!",4.124999999999999e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:05.671868
"Goode Brothers Heating & Air Conditioning, Inc.",4.9,1803,8812 US-259,Longview,Texas,US,https://www.goodebrothers.com/?utm_source=Google+Business+Listing+&utm_medium=organic+&utm_campaign=website+button,(903) 291-0608,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Goode%20Brothers%20Heating%20%26%20Air%20Conditioning%2C%20Inc.&query_place_id=ChIJkcghcO08NoYRPSDd0gFEupE,"Конечно! Чтобы помочь вам с созданием айсбрейкеров, мне нужно немного больше информации о контексте. Например, для какой ситуации или группы людей вы хотите использовать айсбрейкеры? Это может быть для корпоративного мероприятия, учебного класса, вечеринки или чего-то другого. Также будет полезно знать, какие темы или интересы могут быть актуальны для участников.",5.205e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:08.371993
"A&R Plumbing, Heating, & Air Conditioning",4.6,127,87 N Fannin St,Amarillo,Texas,US,https://armechanical.com/,(806) 372-1572,Air conditioning contractor,https://www.google.com/maps/search/?api=1&query=A%26R%20Plumbing%2C%20Heating%2C%20%26%20Air%20Conditioning&query_place_id=ChIJU8VehkNOAYcR106FrUTQN10,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.3249999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:09.623468
North Texas HVAC,4.9,315,,,,,http://www.northtxhvac.com/?utm_campaign=gmb,(817) 522-1219,HVAC contractor,https://www.google.com/maps/search/?api=1&query=North%20Texas%20HVAC&query_place_id=ChIJYfydBATbTYYRuo-lJqFe-yY,"Конечно! Чтобы помочь вам с айсбрейкерами, мне нужно немного больше информации о контексте: для какой аудитории или события вы хотите их использовать? Это может быть встреча, тренинг, корпоративное мероприятие или что-то другое. Также будет полезно знать, какие темы или интересы у участников.",4.3650000000000004e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:11.975686
Boone's Heating and Cooling,4.9,817,3372 Garden Brook Dr,Farmers Branch,Texas,US,https://willardac.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*52*boones-heating-cooling-farmers-branch,(972) 646-1824,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Boone's%20Heating%20and%20Cooling&query_place_id=ChIJA9Ndet8nTIYRuxsyKUCKBSs,"Конечно! Чтобы помочь вам с айсбрейкерами, мне нужно немного больше информации о контексте. Например, для какой аудитории или ситуации вы хотите их использовать? Это может быть для корпоративного мероприятия, учебной группы, вечеринки или чего-то другого? Также будет полезно знать, какие темы или интересы могут быть актуальны для участников.",4.785e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:14.184740
Air Repair Pros,4.9,4453,1647 Witt Rd #201,Frisco,Texas,US,https://airrepairpros.com/?category=gmb&utm_campaign=gmb,(972) 630-4227,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Air%20Repair%20Pros&query_place_id=ChIJyWxK4007TIYRMjuW9qHGhTI,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры. Это могут быть темы, интересы, ситуации или что-то другое.",3.165e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:16.196282
Amarillo Air Conditioning LLC,5.0,556,1001 N Forest St Unit E,Amarillo,Texas,US,https://www.amarilloair.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,(806) 515-2919,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Amarillo%20Air%20Conditioning%20LLC&query_place_id=ChIJpWzLhkVOAYcRunj3WNOo5jM,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.3249999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:18.029654
Chill Out Heat Air & Refrigeration,4.6,41,5206 Tradewind St,Amarillo,Texas,US,http://chilloutheatair.com/,(806) 517-2094,Air conditioning contractor,https://www.google.com/maps/search/?api=1&query=Chill%20Out%20Heat%20Air%20%26%20Refrigeration&query_place_id=ChIJx539QX5FAYcRayne2ieVrxo,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.3249999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:19.466829
NewRise Heating & Cooling,4.9,347,1003 Enterprise Pl #101,Arlington,Texas,US,https://newrisehvac.com/,(469) 579-9110,Air conditioning repair service,https://www.google.com/maps/search/?api=1&query=NewRise%20Heating%20%26%20Cooling&query_place_id=ChIJAQAEC3piToYRZFJoTY7IHJs,"Конечно! Чтобы помочь вам с айсбрейкерами, мне нужно немного больше информации о контексте. Например, для какой аудитории или ситуации вы хотите их использовать? Это может быть для корпоративного мероприятия, учебной группы, вечеринки или чего-то другого? Также будет полезно знать, какие темы или интересы могут быть актуальны для вашей аудитории.",4.905e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:21.412160
Bill Joplin's Air Conditioning & Heating,4.9,3452,301 E Midway St,McKinney,Texas,US,https://joplins.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(469) 846-8339,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Bill%20Joplin's%20Air%20Conditioning%20%26%20Heating&query_place_id=ChIJ41cSPE4STIYRG80tt1EuEOY,"Конечно! Пожалуйста, предоставьте данные или тему, на основе которой вы хотите, чтобы я сгенерировал айсбрейкеры.",2.2649999999999998e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:22.722974
Sutton Heating and Air,4.9,115,508 Crockett St,Amarillo,Texas,US,https://www.suttonheatingandair.com/,(806) 331-2584,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Sutton%20Heating%20and%20Air&query_place_id=ChIJA53JiU9OAYcRnzIaIlFD97o,"Конечно! Пожалуйста, предоставьте данные или тему, на основе которой вы хотите получить айсбрейкеры.",1.905e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:23.851958
A/C Contractors,4.9,1238,3830 Gilmer Rd,Longview,Texas,US,https://www.accontractors.com/,(903) 759-4250,HVAC contractor,https://www.google.com/maps/search/?api=1&query=A%2FC%20Contractors&query_place_id=ChIJtRdu1rw-NoYR7fQYYlurwWI,"Конечно! Пожалуйста, предоставьте данные или тему, на основе которой вы хотите, чтобы я сгенерировал айсбрейкеры.",2.2649999999999998e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:25.051900
Collin Air Conditioning,4.9,411,6905 K Ave #201,Plano,Texas,US,https://collinair.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(972) 424-4905,Air conditioning repair service,https://www.google.com/maps/search/?api=1&query=Collin%20Air%20Conditioning&query_place_id=ChIJeXiETN0ZTIYRz62ClnBNy3A,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.3249999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:26.450121
"AryCo HVAC, Electric, & Plumbing",4.9,1298,1721 N Business 287,Decatur,Texas,US,https://www.aryco.com/,(940) 627-5882,HVAC contractor,https://www.google.com/maps/search/?api=1&query=AryCo%20HVAC%2C%20Electric%2C%20%26%20Plumbing&query_place_id=ChIJy3SUYuySTYYRQfo0TOEmVjk,"Конечно! Чтобы помочь вам с айсбрейкерами, мне нужно больше информации о контексте или теме, для которой они нужны. Например, это может быть для корпоративного мероприятия, учебной группы, вечеринки или другого типа встречи. Пожалуйста, уточните, и я с радостью предложу идеи!",4.3650000000000004e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:28.791932
Crow's Heat & Air- McKinney,4.9,379,1132 Westmoreland Dr,McKinney,Texas,US,http://crowsheatandair.com/,(972) 548-1323,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Crow's%20Heat%20%26%20Air-%20McKinney&query_place_id=ChIJzXUBqyYSTIYRc9DJAQVGZOI,"Конечно! Чтобы помочь вам с айсбрейкерами, мне нужно немного больше информации. Например, для какой аудитории или ситуации вы хотите их использовать? Это может быть для команды на работе, учебной группы, вечеринки или другого мероприятия. Также будет полезно знать, какие темы или интересы могут быть у участников.",4.3650000000000004e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:30.458374
Dallas Heating and Air Conditioning,4.8,205,5050 Quorum Dr Ste 700,Dallas,Texas,US,https://www.dallasheatingac.com/?utm_source=GMB&utm_medium=Website&utm_campaign=Addison,(214) 831-8061,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Dallas%20Heating%20and%20Air%20Conditioning&query_place_id=ChIJd7VVVu8hTIYRzxc4WSeppGM,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры. Это могут быть темы, интересы, ситуации или что-то другое.",3.165e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:32.287313
Service Experts Fort Worth,4.8,4946,2725 Basswood Blvd Suite #241,Fort Worth,Texas,US,https://www.serviceexperts.com/fort-worth-tx/,(817) 241-5893,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Service%20Experts%20Fort%20Worth&query_place_id=ChIJFYtJpRN5ToYRBZxn9XqNk6w,"Конечно! Напишите, пожалуйста, какие данные или темы вы хотите использовать для генерации айсбрейкеров. Это могут быть интересные факты, хобби, предпочтения или что-то другое.",2.9849999999999997e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:34.122744
Hardwick Heating and Air,5.0,58,5000 S Western St,Amarillo,Texas,US,http://hardwickheatingair.com/,(806) 471-0103,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Hardwick%20Heating%20and%20Air&query_place_id=ChIJXSYrTGg6zkwRQuBc11jazMY,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.3249999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:35.608920
Bennett Heating and Air Conditioning,5.0,19,600 S Broadway St,Plainview,Texas,US,http://bennettheatandair.com/contact-us/,(806) 293-7285,Air conditioning contractor,https://www.google.com/maps/search/?api=1&query=Bennett%20Heating%20and%20Air%20Conditioning&query_place_id=ChIJNXg5zn7CAYcRM9Ppw1zKrj4,"Конечно! Пожалуйста, предоставьте данные или тему, на основе которой вы хотите, чтобы я сгенерировал айсбрейкеры.",2.2649999999999998e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:36.959288
James Lane Air Conditioning & Plumbing - A Fidelity Company,4.8,389,5024 Old Jacksboro Hwy,Wichita Falls,Texas,US,http://www.jameslane.com/,(940) 766-0244,HVAC contractor,https://www.google.com/maps/search/?api=1&query=James%20Lane%20Air%20Conditioning%20%26%20Plumbing%20-%20A%20Fidelity%20Company&query_place_id=ChIJy32m5_kfU4YRIe00YVttY8Y,"Конечно! Пожалуйста, предоставьте данные или контекст, на основе которых вы хотите, чтобы я сгенерировал айсбрейкеры.",2.3249999999999996e-05,gpt-4o-mini-2024-07-18,2025-11-08T13:24:38.623728
