place_id,name,vicinity,rating,user_ratings_total,business_status,phone,website,address
ChIJiYe7SBUjTIYR9V3aYe7401Y,Tiger Air,"17606 Preston Rd, Dallas",5.0,420,OPERATIONAL,(214) 214-6922,http://www.tigerairtx.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"17606 Preston Rd, Dallas, TX 75252, USA"
ChIJacShF-gfTIYRKc-ds1XVKIg,TemperaturePro Dallas-Richardson,"605 S Sherman St STE. 505F, Richardson",5.0,387,OPERATIONAL,(972) 666-0326,http://www.temperatureprodallas.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"605 S Sherman St STE. 505F, Richardson, TX 75081, USA"
ChIJKbrPao2DToYRGH73GbUJTJ4,Nick's Dun-Rite Air Services LLC,"101 E Park Blvd Suite 600, Plano",4.8,241,OPERATIONAL,(972) 764-8692,https://nicksair.com/?utm_source=GBP&utm_medium=organic&utm_campaign=website_click,"101 E Park Blvd Suite 600, Plano, TX 75074, USA"
ChIJnX9GGTHXgwgRgokw1S17Owo,American Heritage Air Conditioning & Heating Solutions,"1333 W McDermott Dr # 200, Allen",4.9,122,OPERATIONAL,(972) 559-4477,https://american-heritage-air.com/?utm_source=GBP&utm_medium=organic&utm_campaign=gmb,"1333 W McDermott Dr # 200, Allen, TX 75013, USA"
ChIJI8h0bSMZTIYRfj8XlBgUsFE,Efficient Home Solutions of Plano,"1105 E Plano Pkwy, Plano",4.8,329,OPERATIONAL,(972) 441-2308,https://ehshvac.com/,"1105 E Plano Pkwy, Plano, TX 75074, USA"
ChIJo6IYi-8vTIYRPun1I_4BiIk,Too Cool Air HVAC Contractor,"410 E Northwest Hwy #10, Grapevine",5.0,153,OPERATIONAL,(214) 437-7886,https://toocoolair.com/hvac-contractor-grapevine-tx,"410 E Northwest Hwy #10, Grapevine, TX 76051, USA"
ChIJB_jxvPVs_oYRzBhygBNv00w,Comfort Masters Plumbing Heating and Air Conditioning,"1318 E 50th St, Lubbock",4.9,459,OPERATIONAL,(806) 749-1000,https://comfortmasters.net/,"1318 E 50th St, Lubbock, TX 79404, USA"
ChIJkWJ3zPhz_oYRpt7iwAUm2h4,"Leaky’s Plumbing, Heating & A/C","5853 49th St, Lubbock",5.0,198,OPERATIONAL,(806) 454-9688,https://leakys.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb,"5853 49th St, Lubbock, TX 79424, USA"
ChIJQ-e2yt5s_oYR7nWHgR9dyyY,Arctic Air Conditioning & Heating Inc.,"405 30th St, Lubbock",4.7,463,OPERATIONAL,(806) 749-2327,http://callthebear.com/,"405 30th St, Lubbock, TX 79404, USA"
ChIJVTGvKlRs_oYRgCymMlNIsN4,Bruce Thornton Air Conditioning,"128 Slaton Rd, Lubbock",4.7,499,OPERATIONAL,(806) 606-6218,https://btacinc.com/?utm_campaign=gmb,"128 Slaton Rd, Lubbock, TX 79404, USA"
ChIJ6yj-bJCL_oYRYQI_toZTJhQ,West-Tex Air & Refrigeration,"7329 19th St, Lubbock",4.9,92,OPERATIONAL,(806) 630-2665,http://callairgenie.com/,"7329 19th St, Lubbock, TX 79407, USA"
ChIJRVSEQLRz_oYRwKPpO_egufE,Snow Bear Heat and Air HVAC air conditioner repair service,"4708 67th St #146, Lubbock",4.8,123,OPERATIONAL,(806) 702-4433,https://snowbearair.com/locations/tx/snow-bear-heat-air-lubbock/,"4708 67th St #146, Lubbock, TX 79414, USA"
ChIJVbOhGqxz_oYR5fm6HfQyLq0,Action Air Plumbing & Septic,"8502 Valencia Ave Suite D, Lubbock",5.0,170,OPERATIONAL,(806) 224-2894,https://actionairlubbock.com/,"8502 Valencia Ave Suite D, Lubbock, TX 79424, USA"
ChIJY-xCqpd1_oYRmr6WiZEf0nk,Absolute Refrigeration Air Conditioning and Heating LLC,"7009 County Rd 1500, Lubbock",4.3,281,OPERATIONAL,(806) 368-7393,https://absoluterefrigerationhvac.com/,"7009 County Rd 1500, Lubbock, TX 79424, USA"
ChIJc_F0b593_oYRI5Mh2xL5wXA,Aire Serv of Lubbock,"8212 Ithaca Ave E7E, Lubbock",4.8,182,OPERATIONAL,(806) 370-7593,https://www.aireserv.com/lubbock/?cid=LSTL_ASV-US000187&utm_source=gmb&utm_campaign=local&utm_medium=organic,"8212 Ithaca Ave E7E, Lubbock, TX 79423, USA"
ChIJ8TvNR4B0_oYRIEUlRn8zoas,"Duncan Heating & Air Conditioning, Inc. & Plumbing","7437 Marsha Sharp Fwy W, Lubbock",4.5,42,OPERATIONAL,(806) 798-1738,https://duncanhtg-ac.com/,"7437 Marsha Sharp Fwy W, Lubbock, TX 79407, USA"
ChIJyfsDXrht_oYRD9wksRg5GQ8,Spartan,"8217 Avenue D, Lubbock",4.4,67,OPERATIONAL,(806) 607-8203,https://myspartanservice.com/,"8217 Avenue D, Lubbock, TX 79404, USA"
ChIJ41_bJMht_oYRdl31Fb3LsoA,Phil Kerr's Plumbing Heating & Air Conditioning Co.,"8701 Avenue P, Lubbock",4.6,59,OPERATIONAL,(806) 745-8678,http://philkerrsplumbing.com/,"8701 Avenue P, Lubbock, TX 79423, USA"
ChIJ79xZ_EBz_oYRn6qGcDkUt-M,EGS Heating and Air,"5810 50th St, Lubbock",5.0,48,OPERATIONAL,(806) 777-0713,http://www.egsair.com/,"5810 50th St, Lubbock, TX 79424, USA"
ChIJp2gv6kZ3EA4RPGtvhNDcmVw,Air Service Now,"7502 Westhaven Dr, Rowlett",4.9,61,OPERATIONAL,(469) 602-2169,https://airservicenowdfw.com/,"7502 Westhaven Dr, Rowlett, TX 75089, USA"
ChIJ__-KUsilToYRKdm0L2yTluM,FERSA HVAC HEATING & AIR CONDITIONING,"2130 Franklin Dr, Mesquite",5.0,120,OPERATIONAL,(469) 472-5953,https://www.fersahvac.com/,"2130 Franklin Dr, Mesquite, TX 75150, USA"
ChIJ8RFwLkIp7EQRosUL077gF0g,"Legend Air Conditioning, Heating & Electric","4601 Eldorado Pkwy, McKinney",4.9,241,OPERATIONAL,(469) 200-2243,https://www.legendairtx.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_id=GBP,"4601 Eldorado Pkwy, McKinney, TX 75070, USA"
ChIJNUV4RKoY4ScRF77_bLf1uC0,One Hour Heating & Air Conditioning,"1518 Navo Rd Suite B-5, Aubrey",5.0,154,OPERATIONAL,(469) 259-2654,https://www.onehourheatandair.com/aubrey-celina/,"1518 Navo Rd Suite B-5, Aubrey, TX 76227, USA"
ChIJ___PCuXKTYYRjuwZB8kuc4k,Oak Point Heating And Air LLC,"3447 Farm to Market Rd 720 #11, Little Elm",4.7,161,OPERATIONAL,(469) 698-4637,https://www.oakpointhvac.com/,"3447 Farm to Market Rd 720 #11, Little Elm, TX 75068, USA"
ChIJ2dnw1nsVTIYRsCK0gICHZSU,Choice Air Care,"10015 Aeronca Ln, McKinney",4.6,180,OPERATIONAL,(972) 332-3927,https://www.choiceaircare.com/?utm_source=local&utm_medium=organic&utm_content=mckinney&utm_campaign=gmb,"10015 Aeronca Ln, McKinney, TX 75071, USA"
ChIJgSDQUwEZTIYR3M-C2EsLvak,Devard's,"925 22nd St #102, Plano",5.0,154,OPERATIONAL,(972) 422-1505,http://devards.com/,"925 22nd St #102, Plano, TX 75074, USA"
ChIJr-jpTmgZTIYRXeuFBGR31iE,1st Class Heat & Air,"2712 S Rigsbee Dr #5, Plano",4.7,453,OPERATIONAL,(972) 895-7278,https://1stclassairservice.com/?utm_campaign=gmb&utm_medium=organic&utm_source=google,"2712 S Rigsbee Dr #5, Plano, TX 75074, USA"
ChIJaaQ0XxIlTIYR18i5xXx-SgM,Metrocrest Air Conditioning,"2602 King Arthur Blvd, Lewisville",4.9,100,OPERATIONAL,(972) 523-6625,https://metrocrestac.com/,"2602 King Arthur Blvd, Lewisville, TX 75056, USA"
ChIJgZpBGPoZTIYRqp0GFHkVH0U,Dallas Air Pros - Plano,"5700 Tennyson Pkwy #300, Plano",4.9,152,OPERATIONAL,(972) 546-0444,https://dallasairpros.com/,"5700 Tennyson Pkwy #300, Plano, TX 75024, USA"
ChIJR44Fd1I9TIYRAypbmug5Yck,Polar Bear HVAC services,"4500 Dalrock Dr, Plano",4.9,76,OPERATIONAL,(469) 591-8788,https://www.polarbearac.com/,"4500 Dalrock Dr, Plano, TX 75024, USA"
ChIJzXUBqyYSTIYRc9DJAQVGZOI,Crow's Heat & Air- McKinney,"1132 Westmoreland Dr, McKinney",4.9,379,OPERATIONAL,(972) 548-1323,http://crowsheatandair.com/,"1132 Westmoreland Dr, McKinney, TX 75069, USA"
ChIJwVfB4re7j4ARX-WVGf9caqI,Airview Air Conditioning Princeton,"200 Cypress Bnd Pkwy, Princeton",5.0,103,OPERATIONAL,(972) 779-6124,https://www.airviewac.com/ac-repair-princeton-tx/,"200 Cypress Bnd Pkwy, Princeton, TX 75407, USA"
ChIJmxTcx88TTIYRiHfK6cAzQtQ,Burkett Bros,"810 Barnes St, McKinney",5.0,167,OPERATIONAL,(469) 450-9444,https://www.burkettbros.com/,"810 Barnes St, McKinney, TX 75069, USA"
ChIJA7z5x-pyTIYRhp9MObFbipc,Exodus Mechanical Heat & Air Conditioning,"3121 McKinney St, Melissa",4.9,270,OPERATIONAL,(469) 500-7977,http://exodusmechanical.com/,"3121 McKinney St, Melissa, TX 75454, USA"
ChIJTbcBM1gRTIYRBSTd1Mq9rxw,DMS Air,"4413 San Fernando Ln, McKinney",4.9,74,OPERATIONAL,(214) 794-0166,https://dmsairtx.com/,"4413 San Fernando Ln, McKinney, TX 75070, USA"
ChIJq7EeD8UTTIYRkRgQ3M6pGKE,The Right Choice Heating and Air Inc,"2414 W University Dr Suite 122 E, McKinney",4.9,314,OPERATIONAL,(469) 447-9707,https://therightchoicetexas.com/service-areas/ac-repair-mckinney/,"2414 W University Dr Suite 122 E, McKinney, TX 75071, USA"
ChIJV9D4VF4TTIYRSRGkOSpKehs,TemperaturePro,"6401 Eldorado Pkwy STE 302, McKinney",5.0,251,OPERATIONAL,(469) 251-7636,https://temperatureprodallas.com/,"6401 Eldorado Pkwy STE 302, McKinney, TX 75070, USA"
ChIJWasGAS4RTIYReAk-JLOut1A,DT Air Conditioning & Heating,"1311 Grapevine Dr, Allen",4.9,55,OPERATIONAL,(972) 573-9191,https://www.dt-ac.com/service/hvac-contractor-allen-tx,"1311 Grapevine Dr, Allen, TX 75002, USA"
ChIJA_RwTwkNsIARfsTx_KVY9hE,"Dial One Johnson Plumbing, Cooling & Heating","209 W Main St #107, Grand Prairie",4.9,280,OPERATIONAL,(972) 640-5297,https://dial1plumbing.com/grand-prairie-air-conditioning-services/?utm_source=google&utm_medium=organic&utm_campaign=gbp_grandprairie,"209 W Main St #107, Grand Prairie, TX 75050, USA"
ChIJt4ppfHT2SykR5CHAWZQzIQM,AirCon Mechanical,"301 S Fannin St, Amarillo",5.0,70,OPERATIONAL,(806) 984-1919,http://www.aircontx.com/,"301 S Fannin St, Amarillo, TX 79106, USA"
ChIJpc3IYTVbAYcRNvryhPTsQLQ,Matthew's HVAC Services Heating & Air Conditioning,"7684 SW 81st Ave #200, Amarillo",4.9,144,OPERATIONAL,(806) 681-0778,https://matthewshvac.net/?utm_source=organic&utm_medium=gbp,"7684 SW 81st Ave #200, Amarillo, TX 79119, USA"
ChIJXSYrTGg6zkwRQuBc11jazMY,Hardwick Heating and Air,"5000 S Western St, Amarillo",5.0,58,OPERATIONAL,(806) 471-0103,http://hardwickheatingair.com/,"5000 S Western St, Amarillo, TX 79109, USA"
ChIJU8VehkNOAYcR106FrUTQN10,"A&R Plumbing, Heating, & Air Conditioning","87 N Fannin St, Amarillo",4.6,127,OPERATIONAL,(806) 372-1572,https://armechanical.com/,"87 N Fannin St, Amarillo, TX 79106, USA"
ChIJ932kLmhPAYcRyPXWQD1gzqU,"Avalos Heating & Air, LLC","3225 N Loop 335 W, Amarillo",5.0,187,OPERATIONAL,(806) 367-8010,https://www.avalosac.com/,"3225 N Loop 335 W, Amarillo, TX 79124, USA"
ChIJW9rBYHVPAYcRdaXKMUykGZQ,Caprock Services,"406 S Bonham St, Amarillo",5.0,81,OPERATIONAL,(806) 646-4822,https://www.caprockservices.net/,"406 S Bonham St, Amarillo, TX 79106, USA"
ChIJidjXeRxNAYcRNcsY1tbAO1w,Bralley Works Heating and Air Conditioning LLC,"201 Appaloosa Rd, Amarillo",5.0,78,OPERATIONAL,(806) 418-5509,http://bralleyworks.com/,"201 Appaloosa Rd, Amarillo, TX 79108, USA"
ChIJxWaxeX1RAYcRr196Dc34w58,Hall's Heating and Air,"6011 SW 45th Ave #4, Amarillo",5.0,39,OPERATIONAL,(806) 405-8884,https://hallheatingandair.net/,"6011 SW 45th Ave #4, Amarillo, TX 79109, USA"
ChIJx539QX5FAYcRayne2ieVrxo,Chill Out Heat Air & Refrigeration,"5206 Tradewind St, Amarillo",4.6,41,OPERATIONAL,(806) 517-2094,http://chilloutheatair.com/,"5206 Tradewind St, Amarillo, TX 79118, USA"
ChIJw2c44VBOAYcReMQBmIxAYEw,"Bob Jay's Heating, Air Conditioning, and Plumbing Inc.","1207 SW 6th Ave, Amarillo",4.9,287,OPERATIONAL,(806) 373-2221,https://mybobjays.com/,"1207 SW 6th Ave, Amarillo, TX 79101, USA"
ChIJw2Y_l0pPAYcRHH6Y4mDZGIE,Panhandle Pro Air,"616 S Harrison St, Amarillo",5.0,82,OPERATIONAL,(806) 576-8164,http://panhandleproair.com/,"616 S Harrison St, Amarillo, TX 79101, USA"
ChIJpU1HNetPAYcRIIjvzlEiKKc,All-Star Heat & Air,"2630 W Amarillo Blvd West, Amarillo",4.0,80,OPERATIONAL,(806) 584-1679,http://www.all-starheatair.com/,"2630 W Amarillo Blvd West, Amarillo, TX 79116, USA"
ChIJA53JiU9OAYcRnzIaIlFD97o,Sutton Heating and Air,"508 Crockett St, Amarillo",4.9,117,OPERATIONAL,(806) 331-2584,https://www.suttonheatingandair.com/,"508 Crockett St, Amarillo, TX 79106, USA"
ChIJ16hT-DKVb4YRRnrIdYTN7g0,Texas Lone Star AC & Heating LLC,"20 E Elizabeth St STE A & B, Brownsville",4.7,88,OPERATIONAL,(956) 431-0055,https://www.txlonestaracandheating.com/,"20 E Elizabeth St STE A & B, Brownsville, TX 78520, USA"
ChIJSVx_Ys8AHAgRM4OIK-iZqYY,JCT ELECTRIC .LLC,"7185 Lago Vista Blvd, Brownsville",5.0,52,OPERATIONAL,(956) 500-9487,https://sites.google.com/view/jctelectric/home?authuser=0,"7185 Lago Vista Blvd, Brownsville, TX 78520, USA"
ChIJ0YMM9mmUb4YRbIiUAQqrT68,Texas Air Conditioning,"807 W Price Rd, Brownsville",4.7,196,OPERATIONAL,(956) 525-6060,http://www.texasaircompany.com/,"807 W Price Rd, Brownsville, TX 78520, USA"
ChIJny7_eOfbwoARpRykV77NQRg,Aire Serv of Pasadena,"125 E Santa Clara St #17, Arcadia",4.9,376,OPERATIONAL,(626) 389-8498,https://www.aireserv.com/pasadena/?cid=LSTL_ASV-US000187&utm_source=gmb&utm_campaign=local&utm_medium=organic,"125 E Santa Clara St #17, Arcadia, CA 91006, USA"
ChIJ7aZ7sSbZwoARIYq45a4dOSk,NexGen HVAC & Plumbing,"5441 Cogswell Rd Unit F, Arcadia",4.8,476,OPERATIONAL,(626) 602-9437,https://nexgenairandplumbing.com/locations/arcadia/?utm_campaign=gmb-listing-arcadia&utm_source=google&utm_medium=organic,"5441 Cogswell Rd Unit F, Arcadia, CA 91006, USA"
ChIJr58qKj7qwoARsUm_-eEtMzY,Alpha Air Conditioning & Heating,"7965 Foothill Blvd, Sunland",5.0,133,OPERATIONAL,(818) 214-7928,https://www.alphaac.net/,"7965 Foothill Blvd, Sunland, CA 91040, USA"
ChIJVdFBbpPH3IAR__1viQ9xtSI,Southwest Heating & Air Conditioning,"622 Alpine St, Los Angeles",4.8,300,OPERATIONAL,(310) 867-0703,http://www.southwesthvac.biz/,"622 Alpine St, Los Angeles, CA 90012, USA"
ChIJf7hpOhmdOK4RhPmyTaG3sx8,"High Tech HVAC - AC Repair & Installation Services in Los Angeles, Ventura County, Orange County, Riverside County","10012 Commerce Ave Suite B, Tujunga",4.8,93,OPERATIONAL,(707) 377-7779,https://hightech-hvac.com/,"10012 Commerce Ave Suite B, Tujunga, CA 91042, USA"
ChIJjYgX6jfAwoARFteLmOwzeTQ,HVAC Contractor - American Cool and Heat,"1349 N Columbus Ave, Glendale",4.9,62,OPERATIONAL,(818) 722-8634,https://americancoolandheat.com/,"1349 N Columbus Ave, Glendale, CA 91202, USA"
ChIJTd4t9MnHwoARB9g6tBPumNQ,Mr Heat and Cooling,"1904 S Grand Ave, Los Angeles",5.0,74,OPERATIONAL,(855) 231-3997,http://mr-heatandcooling.com/,"1904 S Grand Ave, Los Angeles, CA 90007, USA"
ChIJFScWqULAwoARl31tmuvKhBs,Precise Air Systems Inc.,"5467 W San Fernando Rd, Los Angeles",4.9,429,OPERATIONAL,(818) 240-1737,https://www.preciseairsystems.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"5467 W San Fernando Rd, Los Angeles, CA 90039, USA"
ChIJFXJ84Ea7ToYRBn7IND5dhX4,Apple A/C and Heat Services,"709 Country Club Dr, Rockwall",5.0,216,OPERATIONAL,(469) 765-3340,http://www.acheatservices.com/,"709 Country Club Dr, Rockwall, TX 75032, USA"
ChIJcSE2apalToYR2-e7uySHt6A,Lavender AC & Heating,"1228 W Scyene Rd Suite 234, Mesquite",4.9,164,OPERATIONAL,(469) 704-0244,https://www.lavenderac.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"1228 W Scyene Rd Suite 234, Mesquite, TX 75149, USA"
ChIJr1imdRCxToYR1fQ31AMIwCQ,Tru Temp Heating & Cooling INC,"745 High School Dr, Seagoville",4.9,69,OPERATIONAL,(972) 762-7905,https://www.trutemphvac.com/,"745 High School Dr, Seagoville, TX 75159, USA"
ChIJ9-teDvifToYR4aivPBJfePs,TemperaturePro,"6301 Gaston Ave Suite 1314, Dallas",5.0,178,OPERATIONAL,(469) 485-5115,http://www.temperatureprodallas.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-gaston,"6301 Gaston Ave Suite 1314, Dallas, TX 75214, USA"
ChIJkWoK-nJ0TYoRHsfuf7Qbt2o,Val-Air Llc,"5502 S Alquds Ave, Edinburg",5.0,65,OPERATIONAL,(956) 609-9020,https://valhvac.com/,"5502 S Alquds Ave, Edinburg, TX 78539, USA"
ChIJhdFMftSvZYYRf2jhG47Fd5c,Air Conditioning & Refrigeration Solutions LLC,"4508 N Taylor Rd, McAllen",5.0,99,OPERATIONAL,(956) 933-2016,https://airconsolutions.pro/,"4508 N Taylor Rd, McAllen, TX 78504, USA"
ChIJxzPHug8noIMRn3n9zRhPEyg,Infinity AC Service LLC.,"1208 N Raul Longoria Rd SUITE H, San Juan",5.0,214,OPERATIONAL,(956) 616-0199,https://infinityactx.com/,"1208 N Raul Longoria Rd SUITE H, San Juan, TX 78589, USA"
ChIJXcVtEDdLCGQRdbIVa6TBT1M,FSC Air Conditioning & Refrigeration,"5001 S 24th St, McAllen",5.0,86,OPERATIONAL,(956) 252-4023,http://fscmechanical.com/,"5001 S 24th St, McAllen, TX 78503, USA"
ChIJrVplqF0beCwR1ILQGFgMyTo,L&S Heating & Cooling LLC,"620 S Nebraska Ave, San Juan",4.9,94,OPERATIONAL,(956) 844-1563,https://www.lsairllc.com/,"620 S Nebraska Ave, San Juan, TX 78589, USA"
ChIJ1b0SnfWBb4YR5mGfDhNeGvI,Hess Air - A/C Service & Repair,"817 S Alamo Rd, Alamo",4.5,150,OPERATIONAL,(956) 702-4377,http://www.hessair.com/,"817 S Alamo Rd, Alamo, TX 78516, USA"
ChIJ76kN-tIJZYYRW9nvkZwXKxE,A/C AMIGO LLC,"3218 Balboa Ave, McAllen",4.9,214,OPERATIONAL,(956) 984-8182,http://www.acamigo.com/,"3218 Balboa Ave, McAllen, TX 78503, USA"
ChIJ-zaIvKOoZYYRFbpm_q4Tc8Y,Global A/C & Heating LLC.,"304 Elida St, Mission",4.7,186,OPERATIONAL,(956) 583-3231,https://www.globalacandheatingllc.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"304 Elida St, Mission, TX 78573, USA"
ChIJBaeKCxWnZYYRxSJXw3lRl6k,Freedom & Refrigeration,"2243 Datepalm Ave, McAllen",4.7,56,OPERATIONAL,(956) 371-1544,http://freedom-ac.com/,"2243 Datepalm Ave, McAllen, TX 78501, USA"
ChIJuZYxNlyiZYYRZBNWcUxUbec,JC Air Conditioning & Heating,"1800 Sugar Cane Dr E, Edinburg",4.7,195,OPERATIONAL,(956) 358-6836,https://www.jcair-rgv.com/,"1800 Sugar Cane Dr E, Edinburg, TX 78541, USA"
ChIJmbfaRTKnZYYRlsziYUqSPvc,AC Works and Refrigeration,"715 Pecan Blvd SUITE B, McAllen",4.9,119,OPERATIONAL,(956) 928-9090,https://theworksrgv.com/,"715 Pecan Blvd SUITE B, McAllen, TX 78501, USA"
ChIJd4--22dLRYYRNRWKjT1su_k,CTR Services Air Conditioning & Heating,"2904 E Stan Schlueter Loop #17, Killeen",4.9,381,OPERATIONAL,(254) 545-1759,https://ctrairandheat.com/?utm_source=GMB&utm_medium=organic,"2904 E Stan Schlueter Loop #17, Killeen, TX 76542, USA"
ChIJEQaEtbRLRYYRr9PjbPf1htY,"Deane Electric & Air Conditioning, LLC","502 S 2nd St, Killeen",4.7,371,OPERATIONAL,(254) 371-5016,https://deaneelectric.com/,"502 S 2nd St, Killeen, TX 76541, USA"
ChIJv735vYlLRYYRN1xIBD0jFbM,Aire Serv of Killeen,"1106 W Stan Schlueter Loop Ste 102, Killeen",4.7,488,OPERATIONAL,(254) 876-5916,https://www.aireserv.com/killeen/?cid=LSTL_ASV-US000187&utm_source=gmb&utm_campaign=local&utm_medium=organic,"1106 W Stan Schlueter Loop Ste 102, Killeen, TX 76549, USA"
ChIJc3g6sJJLRYYRh9diQ1lRLQg,Killeen Heating and Air Conditioning,"509 Conder St, Killeen",4.5,259,OPERATIONAL,(254) 953-3344,http://www.killeenheatingandair.com/,"509 Conder St, Killeen, TX 76541, USA"
ChIJyxKId-ftRIYRjN7NRqTdyu8,CHILL Air,"4502 Acorn Creek Trail, Killeen",4.6,72,OPERATIONAL,(254) 922-0516,http://chill-air.org/,"4502 Acorn Creek Trail, Killeen, TX 76542, USA"
ChIJbzJnv7K0WoYRsQaV2hRv0vg,"Comfort Tech Heat, Air & Refrigeration","706 Nacona Trail, Harker Heights",4.0,69,OPERATIONAL,(254) 458-9884,https://www.yourcomforttech.com/,"706 Nacona Trail, Harker Heights, TX 76548, USA"
ChIJ21QFite2WoYRRjU9HIOGKSs,The Coolest Air,"1715 Martin Luther King Jr Blvd, Killeen",5.0,317,OPERATIONAL,(254) 278-7800,https://thecoolestair.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"1715 Martin Luther King Jr Blvd, Killeen, TX 76543, USA"
ChIJVVVVVYlLRYYRsKFzZTlXJXQ,CWS Services,"8945 Trimmier Rd, Killeen",4.9,234,OPERATIONAL,(254) 616-5990,https://cws-services.com/,"8945 Trimmier Rd, Killeen, TX 76542, USA"
ChIJWx1Ivpgvt08RQ_L-youVHS0,Air to the Max LLC,"809 Vintage Wy, Harker Heights",5.0,151,OPERATIONAL,(254) 338-3554,http://www.airtothemax.com/,"809 Vintage Wy, Harker Heights, TX 76548, USA"
ChIJoQzcAAZLRYYRUHkjzbViUAg,Ellis Air Systems,"3513 Florence Rd, Killeen",4.6,462,OPERATIONAL,(254) 526-5410,http://ellisairsystems.com/,"3513 Florence Rd, Killeen, TX 76542, USA"
ChIJE0W4i4hLRYYR76epVu0FwuM,Artie's Heating & Air Conditioning,"125 N 4th St, Killeen",4.8,446,OPERATIONAL,(254) 554-7250,http://www.artiesheatingandair.com/,"125 N 4th St, Killeen, TX 76541, USA"
ChIJQXmDU35IRYYR-ruU7Js8xOE,Bob Jay’s Heating & Air Conditioning,"217 Sims Ridge Dr, Nolanville",5.0,65,OPERATIONAL,(254) 289-7729,http://mybobjays.com/,"217 Sims Ridge Dr, Nolanville, TX 76559, USA"
ChIJJecXcQNNRYYRfzBhzb_lMFM,AirBenders Heating and Air,"112 S 38th St, Killeen",5.0,32,OPERATIONAL,(254) 251-8529,https://airbenderheatingandcooling.com/,"112 S 38th St, Killeen, TX 76543, USA"
ChIJ6VlKPHqPT4YR479jLd01gZY,Aire Serv of Central Texas,"5387 Hwy 6 Ste 101, Woodway",4.9,470,OPERATIONAL,(254) 300-8971,https://www.aireserv.com/central-texas/?cid=LSTL_ASV-US000187&utm_source=gmb&utm_campaign=local&utm_medium=organic,"5387 Hwy 6 Ste 101, Woodway, TX 76712, USA"
ChIJM6yYx12BT4YR-pGdrU-5qjU,Rabroker Air Conditioning and Plumbing,"685 Enterprise Blvd, Hewitt",4.4,51,OPERATIONAL,(254) 741-1866,http://rabroker.com/,"685 Enterprise Blvd, Hewitt, TX 76643, USA"
ChIJ_yS0A3uET4YRgoCAWqwrzrE,Daily Service Company,"507 Sun Valley Blvd, Hewitt",5.0,253,OPERATIONAL,(254) 754-5250,https://www.dailyserviceco.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"507 Sun Valley Blvd, Hewitt, TX 76643, USA"
ChIJq6qqqnp2T4YRMkboVbYiQbs,Tradesman Services LTD,"585 E Loop 340, Waco",5.0,115,OPERATIONAL,(254) 829-0052,https://www.tradesmanservice.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"585 E Loop 340, Waco, TX 76705, USA"
ChIJpXvFWyF1T4YRf1QQGmEwLA4,Polansky Heating & Air,"2000 W Loop 340 #105, Waco",4.9,431,OPERATIONAL,(254) 331-2285,https://www.polanskyheatingandair.com/,"2000 W Loop 340 #105, Waco, TX 76712, USA"
ChIJJwThN5qGT4YRAHnwM9gb7l8,Quality Air Care,"12606 Chapel Rd, Lorena",4.8,56,OPERATIONAL,(254) 857-4292,https://qualityaircare.net/,"12606 Chapel Rd, Lorena, TX 76655, USA"
ChIJhyyZbECBT4YRlGgNqvqvfQM,P&E Mechanical Contractors LLC,"5279 N State Hwy 6, Waco",4.9,69,OPERATIONAL,(254) 218-2665,http://pandemechanical.com/,"5279 N State Hwy 6, Waco, TX 76712, USA"
ChIJR6vkkF1_T4YRRE0eVt1zsww,"3C Mechanical Technologies, Inc.","5774 S University Parks Dr, Waco",4.8,97,OPERATIONAL,(254) 315-4362,https://3cmechanicaltechnologies.com/,"5774 S University Parks Dr, Waco, TX 76706, USA"
ChIJVVVVVRGET4YREE1daPIVCew,Zip Air,"2320 Marlin Hwy, Waco",4.8,67,OPERATIONAL,(254) 715-9529,https://www.zipairwaco.com/,"2320 Marlin Hwy, Waco, TX 76704, USA"
ChIJBYuNyACET4YRh-oZQua2XBY,"Mike Staas Services, Inc","4914 Fort Ave, Waco",4.6,93,OPERATIONAL,(254) 757-0191,http://www.mikestaas.com/,"4914 Fort Ave, Waco, TX 76710, USA"
ChIJIRNo5wGDT4YR2k5dWfqb7OM,Brazos Air Conditioning,"206 Otis Dr, Woodway",4.9,59,OPERATIONAL,(254) 863-2480,http://www.brazosac.com/,"206 Otis Dr, Woodway, TX 76712, USA"
ChIJJ811NNQnTIYRSrFHjgzdJbw,Air Texas AC & Heating Carrollton,"1307 Rosemon Ave, Carrollton",4.9,202,OPERATIONAL,(214) 869-2300,https://airtexasdfw.com/,"1307 Rosemon Ave, Carrollton, TX 75006, USA"
